Vivienda;Precio;Numero habitaciones;Metros cuadrados;Ciudad;Zona;Barrio;Garaje;Descripcion;Regimen
Piso en calle d'Aragó, 315, La Dreta de l'Eixample, Barcelona;1995;3 hab.;88 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 2ª exterior sin ascensor;Alquiler
Piso en La Dreta de l'Eixample, Barcelona;2700;2 hab.;117 m²;barcelona;eixample;la-dreta-de-l-eixample;No; exterior sin ascensor;Alquiler
Piso en ronda de Sant Pere, La Dreta de l'Eixample, Barcelona;7500;3 hab.;209 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 2ª exterior con ascensor;Alquiler
Piso en calle d'Ausiàs Marc, La Dreta de l'Eixample, Barcelona;2500;3 hab.;108 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 3ª interior con ascensor;Alquiler
Piso en ronda de la Universitat, 2, La Dreta de l'Eixample, Barcelona;2990;2 hab.;82 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 5ª exterior con ascensor;Alquiler
Piso en paseo de Gracia, La Dreta de l'Eixample, Barcelona;7600;4 hab.;214 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 4ª exterior con ascensor;Alquiler
Piso en calle de Roger de Flor, La Dreta de l'Eixample, Barcelona;1700;2 hab.;61 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 2ª exterior con ascensor;Alquiler
Piso en La Dreta de l'Eixample, Barcelona;5500;5 hab.;225 m²;barcelona;eixample;la-dreta-de-l-eixample;No; exterior con ascensor;Alquiler
Piso en calle de Pau Claris, 87, La Dreta de l'Eixample, Barcelona;2080;3 hab.;127 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 1ª exterior con ascensor;Alquiler
Piso en calle d'Alí Bei, La Dreta de l'Eixample, Barcelona;1800;2 hab.;109 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 4ª exterior con ascensor;Alquiler
Piso en Passatge de Mercader, La Dreta de l'Eixample, Barcelona;1400;2 hab.;60 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 2ª interior con ascensor;Alquiler
Piso en paseo de Gràcia, La Dreta de l'Eixample, Barcelona;1550;1 hab.;66 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 7ª exterior con ascensor;Alquiler
Piso en calle de Balmes, La Dreta de l'Eixample, Barcelona;2990;2 hab.;86 m²;barcelona;eixample;la-dreta-de-l-eixample;Garaje opc. 165 €/mes;Planta 2ª exterior con ascensor;Alquiler
Piso en calle del Rosselló, La Dreta de l'Eixample, Barcelona;2400;4 hab.;89 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 3ª exterior con ascensor;Alquiler
Piso en ronda Sant Pere, 26, La Dreta de l'Eixample, Barcelona;1500;1 hab.;52 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 1ª exterior con ascensor;Alquiler
Piso en paseo de Gràcia, La Dreta de l'Eixample, Barcelona;4950;2 hab.;122 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 6ª exterior con ascensor;Alquiler
Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona;1800;1 hab.;50 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 3ª exterior con ascensor;Alquiler
Piso en calle de Provença, La Dreta de l'Eixample, Barcelona;2500;2 hab.;60 m²;barcelona;eixample;la-dreta-de-l-eixample;Garaje opc. 120 €/mes;Planta 1ª exterior con ascensor;Alquiler
Piso en Gran Via de les Corts Catalanes, La Dreta de l'Eixample, Barcelona;6875;3 hab.;223 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 1ª exterior con ascensor;Alquiler
Piso en calle de Pau Claris, La Dreta de l'Eixample, Barcelona;8500;3 hab.;185 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Entreplanta exterior con ascensor;Alquiler
Piso en rambla de Catalunya, 102, La Dreta de l'Eixample, Barcelona;3235;5 hab.;178 m²;barcelona;eixample;la-dreta-de-l-eixample;No; exterior con ascensor;Alquiler
Piso en Gran Via de les Corts Catalanes, La Dreta de l'Eixample, Barcelona;2580;1 hab.;50 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 2ª exterior con ascensor;Alquiler
Piso en La Dreta de l'Eixample, Barcelona;4550;2 hab.;60 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 2ª exterior con ascensor;Alquiler
Piso en calle de Pau Claris, La Dreta de l'Eixample, Barcelona;16000;4 hab.;217 m²;barcelona;eixample;la-dreta-de-l-eixample;Garaje incluido; exterior con ascensor;Alquiler
Ático en calle de Girona, La Dreta de l'Eixample, Barcelona;18000;4 hab.;376 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 3ª exterior con ascensor;Alquiler
Piso en calle del Consell de Cent, La Dreta de l'Eixample, Barcelona;8100;2 hab.;128 m²;barcelona;eixample;la-dreta-de-l-eixample;Garaje incluido;Planta 1ª exterior con ascensor;Alquiler
Piso en calle del Consell de Cent, La Dreta de l'Eixample, Barcelona;3200;3 hab.;90 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 4ª exterior con ascensor;Alquiler
Ático en calle del Consell de Cent, La Dreta de l'Eixample, Barcelona;5100;1 hab.;73 m²;barcelona;eixample;la-dreta-de-l-eixample;No; exterior con ascensor;Alquiler
Piso en calle de Bonavista, La Dreta de l'Eixample, Barcelona;3350;3 hab.;110 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 1ª exterior con ascensor;Alquiler
Ático en calle del Consell de Cent, La Dreta de l'Eixample, Barcelona;4900;1 hab.;53 m²;barcelona;eixample;la-dreta-de-l-eixample;No; exterior con ascensor;Alquiler
Piso en calle de Girona, La Dreta de l'Eixample, Barcelona;8000;3 hab.;160 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Bajo exterior con ascensor;Alquiler
Ático en paseo de Gràcia, 99, La Dreta de l'Eixample, Barcelona;3900;2 hab.;65 m²;barcelona;eixample;la-dreta-de-l-eixample;Garaje opc. 150 €/mes;Planta 10ª exterior con ascensor;Alquiler
Piso en paseo de Gràcia, La Dreta de l'Eixample, Barcelona;4700;8 hab.;225 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 2ª exterior con ascensor;Alquiler
Piso en calle d'Ausiàs Marc, La Dreta de l'Eixample, Barcelona;5800;2 hab.;90 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 6ª exterior con ascensor;Alquiler
Piso en calle de Roger de Llúria, La Dreta de l'Eixample, Barcelona;5500;2 hab.;90 m²;barcelona;eixample;la-dreta-de-l-eixample;No; exterior con ascensor;Alquiler
Ático en La Dreta de l'Eixample, Barcelona;18000;4 hab.;268 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 3ª exterior con ascensor;Alquiler
Piso en calle del Consell de Cent, La Dreta de l'Eixample, Barcelona;1873;2 hab.;98 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 2ª exterior con ascensor;Alquiler
Piso en calle de Roger de Llúria, La Dreta de l'Eixample, Barcelona;3850;5 hab.;240 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 4ª exterior con ascensor;Alquiler
Piso en calle de Provença, 290, La Dreta de l'Eixample, Barcelona;3000;4 hab.;165 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 1ª exterior con ascensor;Alquiler
Piso en paseo sant joan, La Dreta de l'Eixample, Barcelona;2500;4 hab.;120 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 4ª exterior con ascensor;Alquiler
Piso en paseo de Gràcia, La Dreta de l'Eixample, Barcelona;12000;4 hab.;220 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 5ª exterior con ascensor;Alquiler
Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona;2600;2 hab.;73 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 3ª exterior con ascensor;Alquiler
Piso en calle de Pau Claris, La Dreta de l'Eixample, Barcelona;5500;4 hab.;220 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Entreplanta exterior con ascensor;Alquiler
Piso en La Dreta de l'Eixample, Barcelona;16000;3 hab.;165 m²;barcelona;eixample;la-dreta-de-l-eixample;No; exterior con ascensor;Alquiler
Piso en calle de Girona, La Dreta de l'Eixample, Barcelona;3000;3 hab.;155 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 5ª exterior con ascensor;Alquiler
Dúplex en La Dreta de l'Eixample, Barcelona;7500;4 hab.;180 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 2ª exterior con ascensor;Alquiler
Ático en calle del Rosselló, La Dreta de l'Eixample, Barcelona;2500;no definido;52 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 6ª exterior con ascensor;Alquiler
Piso en calle de Provença, La Dreta de l'Eixample, Barcelona;2200;2 hab.;51 m²;barcelona;eixample;la-dreta-de-l-eixample;Garaje opc. 120 €/mes;Planta 4ª interior con ascensor;Alquiler
Piso en Gran Via de les Corts Catalanes, La Dreta de l'Eixample, Barcelona;2800;2 hab.;96 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 5ª exterior con ascensor;Alquiler
Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona;4500;4 hab.;200 m²;barcelona;eixample;la-dreta-de-l-eixample;No; exterior con ascensor;Alquiler
Ático en calle de Roger de Llúria, La Dreta de l'Eixample, Barcelona;5500;1 hab.;80 m²;barcelona;eixample;la-dreta-de-l-eixample;Garaje incluido; exterior con ascensor;Alquiler
Piso en La Dreta de l'Eixample, Barcelona;8100;2 hab.;128 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 1ª exterior con ascensor;Alquiler
Piso en La Dreta de l'Eixample, Barcelona;2990;2 hab.;80 m²;barcelona;eixample;la-dreta-de-l-eixample;No; exterior con ascensor;Alquiler
Piso en La Dreta de l'Eixample, Barcelona;8100;2 hab.;128 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 1ª exterior con ascensor;Alquiler
Piso en paseo de Gràcia, 16, La Dreta de l'Eixample, Barcelona;3950;3 hab.;120 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 4ª exterior con ascensor;Alquiler
Piso en La Dreta de l'Eixample, Barcelona;3200;3 hab.;119 m²;barcelona;eixample;la-dreta-de-l-eixample;No; exterior sin ascensor;Alquiler
Piso en valencia, La Dreta de l'Eixample, Barcelona;2000;3 hab.;78 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 1ª exterior con ascensor;Alquiler
Piso en La Dreta de l'Eixample, Barcelona;2600;2 hab.;90 m²;barcelona;eixample;la-dreta-de-l-eixample;Garaje incluido; exterior con ascensor;Alquiler
Piso en La Dreta de l'Eixample, Barcelona;3100;2 hab.;94 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 1ª exterior con ascensor;Alquiler
Piso en La Dreta de l'Eixample, Barcelona;3500;3 hab.;110 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 3ª exterior con ascensor;Alquiler
Piso en calle del Consell de Cent, La Dreta de l'Eixample, Barcelona;3900;1 hab.;51 m²;barcelona;eixample;la-dreta-de-l-eixample;No;No tiene;Alquiler
Piso en calle del Consell de Cent, La Dreta de l'Eixample, Barcelona;4550;2 hab.;59 m²;barcelona;eixample;la-dreta-de-l-eixample;No;No tiene;Alquiler
Piso en La Dreta de l'Eixample, Barcelona;16000;4 hab.;217 m²;barcelona;eixample;la-dreta-de-l-eixample;Garaje incluido; exterior con ascensor;Alquiler
Piso en calle del Consell de Cent, La Dreta de l'Eixample, Barcelona;3700;1 hab.;47 m²;barcelona;eixample;la-dreta-de-l-eixample;No; con ascensor;Alquiler
Piso en calle del Consell de Cent, La Dreta de l'Eixample, Barcelona;4900;2 hab.;69 m²;barcelona;eixample;la-dreta-de-l-eixample;No; exterior;Alquiler
Ático en La Dreta de l'Eixample, Barcelona;18000;4 hab.;268 m²;barcelona;eixample;la-dreta-de-l-eixample;No; exterior con ascensor;Alquiler
Piso en calle del Consell de Cent, La Dreta de l'Eixample, Barcelona;3700;1 hab.;47 m²;barcelona;eixample;la-dreta-de-l-eixample;No; con ascensor;Alquiler
Piso en calle del Consell de Cent, La Dreta de l'Eixample, Barcelona;8100;2 hab.;80 m²;barcelona;eixample;la-dreta-de-l-eixample;No;No tiene;Alquiler
Piso en calle del Consell de Cent, 314, La Dreta de l'Eixample, Barcelona;2750;2 hab.;92 m²;barcelona;eixample;la-dreta-de-l-eixample;No; sin ascensor;Alquiler
Piso en calle del Consell de Cent, La Dreta de l'Eixample, Barcelona;4900;2 hab.;81 m²;barcelona;eixample;la-dreta-de-l-eixample;No; exterior con ascensor;Alquiler
Piso en calle del Consell de Cent, La Dreta de l'Eixample, Barcelona;4800;2 hab.;63 m²;barcelona;eixample;la-dreta-de-l-eixample;No; exterior con ascensor;Alquiler
Piso en Gran Via de les Corts Catalanes, La Dreta de l'Eixample, Barcelona;3500;3 hab.;170 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 7ª exterior con ascensor;Alquiler
Piso en Barcelona, La Dreta de l'Eixample, Barcelona;1850;2 hab.;50 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 2ª exterior sin ascensor;Alquiler
Piso en calle del Consell de Cent, La Dreta de l'Eixample, Barcelona;4700;2 hab.;59 m²;barcelona;eixample;la-dreta-de-l-eixample;No; exterior con ascensor;Alquiler
Piso en calle del Consell de Cent, La Dreta de l'Eixample, Barcelona;5300;2 hab.;88 m²;barcelona;eixample;la-dreta-de-l-eixample;No; exterior con ascensor;Alquiler
Piso en paseo de Gràcia, La Dreta de l'Eixample, Barcelona;3100;2 hab.;90 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 3ª exterior con ascensor;Alquiler
Piso en calle de Roger de Llúria, La Dreta de l'Eixample, Barcelona;9000;4 hab.;200 m²;barcelona;eixample;la-dreta-de-l-eixample;No; exterior con ascensor;Alquiler
Piso en paseo de Gràcia, La Dreta de l'Eixample, Barcelona;9000;4 hab.;200 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 3ª exterior con ascensor;Alquiler
Piso en calle de València, La Dreta de l'Eixample, Barcelona;2310;2 hab.;80 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 2ª exterior con ascensor;Alquiler
Piso en calle de Balmes, La Dreta de l'Eixample, Barcelona;2915;2 hab.;90 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 5ª interior con ascensor;Alquiler
Piso en ronda de Sant Pere, La Dreta de l'Eixample, Barcelona;2460;2 hab.;79 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 4ª exterior con ascensor;Alquiler
Piso en Passatge de la Concepció, La Dreta de l'Eixample, Barcelona;3000;2 hab.;95 m²;barcelona;eixample;la-dreta-de-l-eixample;Garaje incluido;Planta 4ª exterior con ascensor;Alquiler
Piso en paseo de Gràcia, La Dreta de l'Eixample, Barcelona;2980;1 hab.;60 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 5ª exterior con ascensor;Alquiler
Piso en calle de Bailèn, La Dreta de l'Eixample, Barcelona;2405;2 hab.;70 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 1ª exterior con ascensor;Alquiler
Ático en paseo de Gràcia, La Dreta de l'Eixample, Barcelona;4500;2 hab.;100 m²;barcelona;eixample;la-dreta-de-l-eixample;No; exterior con ascensor;Alquiler
Piso en calle d'Aragó, La Dreta de l'Eixample, Barcelona;3855;2 hab.;143 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 6ª exterior con ascensor;Alquiler
Piso en Gran Via de les Corts Catalanes, La Dreta de l'Eixample, Barcelona;2455;1 hab.;62 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 5ª exterior con ascensor;Alquiler
Piso en calle de Provença, La Dreta de l'Eixample, Barcelona;5000;3 hab.;120 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 3ª exterior con ascensor;Alquiler
Piso en calle de Provença, La Dreta de l'Eixample, Barcelona;6000;2 hab.;100 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 3ª exterior con ascensor;Alquiler
Piso en calle de Pau Claris, La Dreta de l'Eixample, Barcelona;6500;4 hab.;250 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 2ª exterior con ascensor;Alquiler
Piso en calle de Roger de Llúria, La Dreta de l'Eixample, Barcelona;4300;2 hab.;70 m²;barcelona;eixample;la-dreta-de-l-eixample;No; exterior con ascensor;Alquiler
Piso en calle de València, La Dreta de l'Eixample, Barcelona;3000;2 hab.;85 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 2ª exterior con ascensor;Alquiler
Ático en rambla de Catalunya, La Dreta de l'Eixample, Barcelona;2300;1 hab.;65 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 7ª exterior con ascensor;Alquiler
Ático en calle del Consell de Cent, La Dreta de l'Eixample, Barcelona;4000;1 hab.;55 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 5ª exterior con ascensor;Alquiler
Piso en La Dreta de l'Eixample, Barcelona;2500;2 hab.;117 m²;barcelona;eixample;la-dreta-de-l-eixample;No; exterior sin ascensor;Alquiler
Piso en paseo de Sant Joan, La Dreta de l'Eixample, Barcelona;2580;4 hab.;115 m²;barcelona;eixample;la-dreta-de-l-eixample;No;Planta 3ª exterior con ascensor;Alquiler
Piso en calle de València, L'Antiga Esquerra de l'Eixample, Barcelona;1495;1 hab.;55 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Entreplanta exterior con ascensor;Alquiler
Piso en calle del Comte d'Urgell, L'Antiga Esquerra de l'Eixample, Barcelona;3200;3 hab.;100 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;Garaje incluido;Planta 6ª exterior con ascensor;Alquiler
Piso en calle de Buenos Aires, L'Antiga Esquerra de l'Eixample, Barcelona;2300;3 hab.;79 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 3ª exterior con ascensor;Alquiler
Piso en calle de València, L'Antiga Esquerra de l'Eixample, Barcelona;1900;3 hab.;78 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 4ª exterior con ascensor;Alquiler
Piso en calle d'Aribau, L'Antiga Esquerra de l'Eixample, Barcelona;1980;5 hab.;172 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 1ª exterior con ascensor;Alquiler
Piso en ronda de Sant Antoni, L'Antiga Esquerra de l'Eixample, Barcelona;2000;1 hab.;65 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 5ª exterior con ascensor;Alquiler
Piso en calle d'Aragó, L'Antiga Esquerra de l'Eixample, Barcelona;3200;3 hab.;105 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No; exterior con ascensor;Alquiler
Piso en calle d'Aribau, L'Antiga Esquerra de l'Eixample, Barcelona;3500;2 hab.;124 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Bajo exterior con ascensor;Alquiler
Piso en calle de Villarroel, 177, L'Antiga Esquerra de l'Eixample, Barcelona;2725;4 hab.;110 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 2ª exterior con ascensor;Alquiler
Piso en calle de Còrsega, L'Antiga Esquerra de l'Eixample, Barcelona;2800;2 hab.;135 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 1ª exterior con ascensor;Alquiler
Piso en calle de Provença, 224, L'Antiga Esquerra de l'Eixample, Barcelona;1675;2 hab.;48 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 3ª exterior con ascensor;Alquiler
Ático en calle de Mallorca, L'Antiga Esquerra de l'Eixample, Barcelona;1800;1 hab.;46 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 5ª exterior con ascensor;Alquiler
Piso en calle de Londres, L'Antiga Esquerra de l'Eixample, Barcelona;2345;3 hab.;137 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 3ª exterior con ascensor;Alquiler
Dúplex en L'Antiga Esquerra de l'Eixample, Barcelona;2245;3 hab.;58 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Bajo interior con ascensor;Alquiler
Piso en calle de Provença, 224, L'Antiga Esquerra de l'Eixample, Barcelona;1625;1 hab.;48 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 4ª exterior con ascensor;Alquiler
Piso en avenida de Sarrià, 8, L'Antiga Esquerra de l'Eixample, Barcelona;2250;5 hab.;160 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 1ª exterior con ascensor;Alquiler
Piso en calle d'Aribau, 125 -121, L'Antiga Esquerra de l'Eixample, Barcelona;990;1 hab.;22 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No; con ascensor;Alquiler
Piso en calle Mallorca, L'Antiga Esquerra de l'Eixample, Barcelona;1500;1 hab.;55 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Entreplanta interior con ascensor;Alquiler
Piso en Gran Via de les Corts Catalanes, L'Antiga Esquerra de l'Eixample, Barcelona;1285;4 hab.;85 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 6ª exterior con ascensor;Alquiler
Piso en calle de Muntaner, 132, L'Antiga Esquerra de l'Eixample, Barcelona;2400;3 hab.;100 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 4ª exterior con ascensor;Alquiler
Piso en calle de València, L'Antiga Esquerra de l'Eixample, Barcelona;3000;2 hab.;85 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 2ª exterior con ascensor;Alquiler
Piso en calle de Mallorca, L'Antiga Esquerra de l'Eixample, Barcelona;5000;3 hab.;130 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 2ª exterior con ascensor;Alquiler
Piso en calle d'Aribau, 58, L'Antiga Esquerra de l'Eixample, Barcelona;2300;2 hab.;65 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Entreplanta interior con ascensor;Alquiler
Piso en L'Antiga Esquerra de l'Eixample, Barcelona;2400;2 hab.;67 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 4ª exterior con ascensor;Alquiler
Piso en L'Antiga Esquerra de l'Eixample, Barcelona;2500;2 hab.;129 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 3ª exterior con ascensor;Alquiler
Piso en calle del Comte d'Urgell, L'Antiga Esquerra de l'Eixample, Barcelona;2200;2 hab.;80 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 8ª exterior con ascensor;Alquiler
Piso en L'Antiga Esquerra de l'Eixample, Barcelona;2250;4 hab.;107 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 2ª exterior con ascensor;Alquiler
Piso en avenida de Roma, L'Antiga Esquerra de l'Eixample, Barcelona;3100;2 hab.;80 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 1ª exterior con ascensor;Alquiler
Piso en Gran Via de les Corts Catalanes, L'Antiga Esquerra de l'Eixample, Barcelona;2500;2 hab.;70 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 3ª exterior con ascensor;Alquiler
Ático en Gran Via de les Corts Catalanes, L'Antiga Esquerra de l'Eixample, Barcelona;2600;2 hab.;70 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No; exterior sin ascensor;Alquiler
Piso en calle de Muntaner, L'Antiga Esquerra de l'Eixample, Barcelona;2700;2 hab.;90 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 2ª exterior con ascensor;Alquiler
Piso en avenida de Sarrià, 8, L'Antiga Esquerra de l'Eixample, Barcelona;2250;5 hab.;160 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 1ª exterior con ascensor;Alquiler
Piso en calle de Còrsega, L'Antiga Esquerra de l'Eixample, Barcelona;2800;2 hab.;135 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 1ª exterior con ascensor;Alquiler
Piso en L'Antiga Esquerra de l'Eixample, Barcelona;2750;3 hab.;121 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No; exterior con ascensor;Alquiler
Piso en de Villarroel, L'Antiga Esquerra de l'Eixample, Barcelona;2725;4 hab.;110 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 2ª exterior con ascensor;Alquiler
Piso en calle del Consell de Cent, L'Antiga Esquerra de l'Eixample, Barcelona;5650;6 hab.;150 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 1ª interior con ascensor;Alquiler
Piso en L'Antiga Esquerra de l'Eixample, Barcelona;2400;1 hab.;60 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 1ª exterior con ascensor;Alquiler
Piso en Gran Via de les Corts Catalanes, L'Antiga Esquerra de l'Eixample, Barcelona;2500;2 hab.;100 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 3ª exterior con ascensor;Alquiler
Piso en calle de Casanova, L'Antiga Esquerra de l'Eixample, Barcelona;3500;4 hab.;130 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 3ª exterior con ascensor;Alquiler
Piso en Gran Via de les Corts Catalanes, L'Antiga Esquerra de l'Eixample, Barcelona;2600;2 hab.;145 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 5ª exterior con ascensor;Alquiler
Piso en L'Antiga Esquerra de l'Eixample, Barcelona;3000;3 hab.;129 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No; exterior con ascensor;Alquiler
Piso en calle de Còrsega, L'Antiga Esquerra de l'Eixample, Barcelona;2950;2 hab.;107 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 3ª exterior con ascensor;Alquiler
Piso en L'Antiga Esquerra de l'Eixample, Barcelona;3100;3 hab.;92 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 3ª exterior con ascensor;Alquiler
Piso en calle de Casanova, L'Antiga Esquerra de l'Eixample, Barcelona;2100;3 hab.;85 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 3ª exterior con ascensor;Alquiler
Piso en L'Antiga Esquerra de l'Eixample, Barcelona;2725;1 hab.;59 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No; exterior con ascensor;Alquiler
Piso en Passatge de Valeri Serra, L'Antiga Esquerra de l'Eixample, Barcelona;1800;1 hab.;42 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Planta 2ª exterior con ascensor;Alquiler
Estudio en Aribau, 79, L'Antiga Esquerra de l'Eixample, Barcelona;2400;no definido;50 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No;Entreplanta exterior sin ascensor;Alquiler
Piso en Passatge de Valeri Serra, L'Antiga Esquerra de l'Eixample, Barcelona;2717;3 hab.;68 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No; sin ascensor;Alquiler
Piso en Passatge de Valeri Serra, L'Antiga Esquerra de l'Eixample, Barcelona;2717;3 hab.;68 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No; sin ascensor;Alquiler
Piso en Passatge de Valeri Serra, L'Antiga Esquerra de l'Eixample, Barcelona;2390;2 hab.;56 m²;barcelona;eixample;l-antiga-esquerra-de-l-eixample;No; sin ascensor;Alquiler
