;Vivienda;Precio (€);Numero habitaciones;Metros cuadrados (m²);Municipio;Zona;Barrio;Garaje;Regimen;Planta;Interior/Exterior;Ascensor;1 persona;2 personas;3 personas;4 personas;5 o más personas;Población;m2_municipio;Total Antes de 1900;Total De 1900 a 1920;Total De 1921 a 1940;Total De 1941 a 1950;Total De 2011 a 2020;Total No consta;Total De 1951 a 1970;Total De 1971 a 1990;Total De 1991 a 2010;reg_autonomos;reg_general;Total afiliados;Turismo 2024;index;En alquiler;En propiedad;Otro régimen de tenencia;Total viviendas;%propiedad;%alquiler;Proporcion Propiedad/Alquiler;total_superficie;menos_de_60m2;entre_61_y_105m2;mas_de_106m2;%menos_de_60m2;%entre_61_y_105m2;%mas_de_106m2
1843;Piso en La Punta, València;150000;3;70.0;Valencia;Quatre Carreres;La Punta;No;Compra;4ª;Exterior;No;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1844;Piso en La Punta, València;150000;3;75.0;Valencia;Quatre Carreres;La Punta;No;Compra;4ª;Exterior;No;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1845;Dúplex en calle de Suīssa, 9, La Punta, València;975000;5;420.0;Valencia;Quatre Carreres;La Punta;Garaje opc. 23.000 €;Compra;11ª;Exterior;Si;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1846;Casa o chalet independiente en La Punta, València;155000;2;80.0;Valencia;Quatre Carreres;La Punta;No;Compra;Indeterminado;Indeterminado;Indeterminado;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1847;Piso en calle de Les Barraques del Figuero, La Punta, València;200000;1;43.0;Valencia;Quatre Carreres;La Punta;Garaje incluido;Compra;4ª;Exterior;Si;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1848;Casa o chalet independiente en carretera Fuente en Corts, La Punta, València;260000;3;185.0;Valencia;Quatre Carreres;La Punta;Garaje incluido;Compra;Indeterminado;Indeterminado;Indeterminado;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1849;Finca rústica en Entrada a la Alqueria de Real, La Punta, València;600000;6;421.0;Valencia;Quatre Carreres;La Punta;Garaje incluido;Compra;Indeterminado;Indeterminado;Indeterminado;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1850;Casa o chalet independiente en Carrera del Riu, La Punta, València;650000;5;250.0;Valencia;Quatre Carreres;La Punta;No;Compra;Indeterminado;Indeterminado;Indeterminado;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1851;Chalet adosado en carretera de Rochs, La Punta, València;254000;4;170.0;Valencia;Quatre Carreres;La Punta;No;Compra;Indeterminado;Indeterminado;Indeterminado;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1852;Piso en calle de Suīssa, 7, La Punta, València;468000;3;90.0;Valencia;Quatre Carreres;La Punta;Garaje incluido;Compra;2ª;Exterior;Si;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1853;Chalet pareado en carretera Carrera del Riu, 146, La Punta, València;215000;3;185.0;Valencia;Quatre Carreres;La Punta;Garaje incluido;Compra;Indeterminado;Indeterminado;Indeterminado;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1854;Piso en calle d'Ignacio Zuloaga, s/n, La Punta, València;165000;1;65.0;Valencia;Quatre Carreres;La Punta;No;Compra;4ª;Exterior;Si;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1855;Piso en calle de Les Barraques del Figuero, La Punta, València;398000;3;126.0;Valencia;Quatre Carreres;La Punta;Garaje incluido;Compra;6ª;Exterior;Si;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1856;Piso en calle d'Ignacio Zuloaga, La Punta, València;150000;3;75.0;Valencia;Quatre Carreres;La Punta;No;Compra;4ª;Exterior;No;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1857;Piso en calle d'Ignacio Zuloaga, La Punta, València;129000;2;74.0;Valencia;Quatre Carreres;La Punta;No;Compra;1ª;Exterior;No;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1858;Piso en calle la Barquera, La Punta, València;220000;2;80.0;Valencia;Quatre Carreres;La Punta;Garaje incluido;Compra;4ª;Exterior;Si;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1859;Piso en calle de Suīssa, La Punta, València;475000;3;111.0;Valencia;Quatre Carreres;La Punta;Garaje incluido;Compra;3ª;Exterior;Si;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1860;Piso en calle Pai Cm Moreras, 26, La Punta, València;400000;3;126.0;Valencia;Quatre Carreres;La Punta;Garaje incluido;Compra;7ª;Exterior;Si;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1861;Chalet adosado en Carrera del Riu, La Punta, València;149000;3;130.0;Valencia;Quatre Carreres;La Punta;No;Compra;Indeterminado;Indeterminado;Indeterminado;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1862;Piso en calle d'Ignacio Zuloaga, La Punta, València;140000;3;75.0;Valencia;Quatre Carreres;La Punta;No;Compra;4ª;Exterior;No;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1863;Piso en calle de Suīssa, 9, La Punta, València;330000;3;107.0;Valencia;Quatre Carreres;La Punta;Garaje opc. 20.000 €;Compra;7ª;Exterior;Si;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1864;Finca rústica en La Punta, València;500000;5;236.0;Valencia;Quatre Carreres;La Punta;Garaje incluido;Compra;Indeterminado;Indeterminado;Indeterminado;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1865;Piso en calle de Granada, Mont-Olivet, València;1150;1;78.0;Valencia;Quatre Carreres;Mont Olivet;No;Alquiler;2ª;Exterior;No;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1866;Piso en avenida del Regne de València, Mont-Olivet, València;1600;4;90.0;Valencia;Quatre Carreres;Mont Olivet;No;Alquiler;1ª;Exterior;Si;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1867;Piso en Mont-Olivet, València;1195;2;80.0;Valencia;Quatre Carreres;Mont Olivet;No;Alquiler;1ª;Exterior;Si;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1868;Piso en calle de Lluís Oliag, Mont-Olivet, València;2600;2;86.0;Valencia;Quatre Carreres;Mont Olivet;Garaje incluido;Alquiler;6ª;Exterior;Si;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1869;Piso en calle de Granada, 3, Mont-Olivet, València;1150;1;78.0;Valencia;Quatre Carreres;Mont Olivet;No;Alquiler;2ª;Exterior;No;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1870;Dúplex en Mont-Olivet, València;1800;4;146.0;Valencia;Quatre Carreres;Mont Olivet;Garaje incluido;Alquiler;5ª;Exterior;Si;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1871;Estudio en calle de Pere Aleixandre, 4, Mont-Olivet, València;1200;2;30.0;Valencia;Quatre Carreres;Mont Olivet;No;Alquiler;Planta 4ª;Indeterminado;Si;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1872;Piso en Mont-Olivet, València;1500;3;123.0;Valencia;Quatre Carreres;Mont Olivet;No;Alquiler;2ª;Exterior;Si;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1873;Estudio en calle de Molina, Mont-Olivet, València;1400;2;55.0;Valencia;Quatre Carreres;Mont Olivet;No;Alquiler;2ª;Exterior;No;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1874;Piso en calle de Mariola, Mont-Olivet, València;1800;2;84.0;Valencia;Quatre Carreres;Mont Olivet;No;Alquiler;1ª;Exterior;Si;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1875;Estudio en calle de Pere Aleixandre, 4, Mont-Olivet, València;1400;2;30.0;Valencia;Quatre Carreres;Mont Olivet;No;Alquiler;Planta 4ª;Indeterminado;Si;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1876;Piso en calle de Lluís Oliag, Mont-Olivet, València;1600;3;95.0;Valencia;Quatre Carreres;Mont Olivet;Garaje opc. 200 €/mes;Alquiler;3ª;Exterior;Si;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1877;Piso en calle de Pere Aleixandre, 4, Mont-Olivet, València;1600;1;40.0;Valencia;Quatre Carreres;Mont Olivet;No;Alquiler;Planta 4ª;Indeterminado;Si;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1878;Piso en calle de Lluís Oliag, Mont-Olivet, València;1250;3;87.0;Valencia;Quatre Carreres;Mont Olivet;No;Alquiler;4ª;Exterior;Si;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1879;Estudio en calle de Molina, Mont-Olivet, València;1200;2;55.0;Valencia;Quatre Carreres;Mont Olivet;No;Alquiler;2ª;Exterior;No;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1880;Piso en calle de Finestrat, Mont-Olivet, València;1300;3;94.0;Valencia;Quatre Carreres;Mont Olivet;No;Alquiler;6ª;Exterior;Si;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1881;Estudio en calle de Molina, Mont-Olivet, València;1200;2;44.0;Valencia;Quatre Carreres;Mont Olivet;No;Alquiler;Bajo;Exterior;No;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1882;Piso en calle de Salvador Lluch, Mont-Olivet, València;1200;3;96.0;Valencia;Quatre Carreres;Mont Olivet;No;Alquiler;2ª;Exterior;Si;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1883;Estudio en calle de Molina, Mont-Olivet, València;1000;2;44.0;Valencia;Quatre Carreres;Mont Olivet;No;Alquiler;1ª;Exterior;No;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
1884;Piso en calle de Vilafermosa, 29, Mont-Olivet, València;1400;1;54.0;Valencia;Quatre Carreres;Mont Olivet;No;Alquiler;Indeterminado;Indeterminado;No;96.493;93.169;64.611;48.242;20.656;809.267;135.0;5.342;12.0;23.584;11.66;5.024;2.237;132.43200000000002;140.102;82.607;60581;377161;453882;6769.0;141;55.865;242.186;25.12;323.171;74.94051137014151;17.28651395081861;4.335200930815359;414988;89560;265371;58119;21.581346930513654;63.9466683373977;14.004983276624866
