Vivienda;Precio;Numero habitaciones;Metros cuadrados;Ciudad;Zona;Barrio;Garaje;Descripcion
Ático en plaza San Pedro de Alcántara, 4, Centro Histórico, Málaga;788832;1 hab.;95 m²;malaga;centro;centro-historico;No; exterior con ascensor
Piso en plaza de la Constitución, s/n, Centro Histórico, Málaga;1500000;3 hab.;120 m²;malaga;centro;centro-historico;No;Planta 3ª exterior con ascensor
Piso en Centro Histórico, Málaga;275000;2 hab.;89 m²;malaga;centro;centro-historico;No;Planta 1ª exterior sin ascensor
Piso en calle Correo Viejo, 2, Centro Histórico, Málaga;599000;3 hab.;110 m²;malaga;centro;centro-historico;No;Planta 2ª exterior con ascensor
Piso en Centro Histórico, Málaga;430000;1 hab.;68 m²;malaga;centro;centro-historico;No;Planta 3ª exterior con ascensor
Ático en calle Nueva, Centro Histórico, Málaga;885500;2 hab.;100 m²;malaga;centro;centro-historico;No;Planta 5ª exterior con ascensor
Piso en plaza de las Flores, 1, Centro Histórico, Málaga;450000;3 hab.;102 m²;malaga;centro;centro-historico;No;Planta 2ª exterior con ascensor
Piso en Ángel Ganivet, 2, Centro Histórico, Málaga;470000;3 hab.;118 m²;malaga;centro;centro-historico;No;Planta 5ª exterior con ascensor
Piso en calle Císter, Centro Histórico, Málaga;2200000;4 hab.;308 m²;malaga;centro;centro-historico;No;Planta 2ª exterior con ascensor
Piso en Centro Histórico, Málaga;499000;1 hab.;68 m²;malaga;centro;centro-historico;No;Planta 1ª exterior con ascensor
Piso en Centro Histórico, Málaga;2890000;5 hab.;330 m²;malaga;centro;centro-historico;Garaje opc. 60.000 €;Planta 4ª exterior con ascensor
Piso en Centro Histórico, Málaga;950000;4 hab.;200 m²;malaga;centro;centro-historico;Garaje incluido;Planta 2ª exterior con ascensor
Piso en plaza de las Flores, 2, Centro Histórico, Málaga;400000;1 hab.;55 m²;malaga;centro;centro-historico;No;Planta 5ª exterior con ascensor
Piso en calle Méndez Núñez, Centro Histórico, Málaga;970000;2 hab.;105 m²;malaga;centro;centro-historico;No;Planta 3ª exterior con ascensor
Piso en calle Sánchez Pastor, Centro Histórico, Málaga;950000;3 hab.;201 m²;malaga;centro;centro-historico;No;Planta 2ª exterior con ascensor
Piso en calle Casapalma, s/n, Centro Histórico, Málaga;350000;2 hab.;78 m²;malaga;centro;centro-historico;No;Planta 3ª exterior sin ascensor
Piso en Centro Histórico, Málaga;675000;3 hab.;117 m²;malaga;centro;centro-historico;No;Planta 1ª exterior con ascensor
Piso en plaza San Pedro de Alcántara, 4, Centro Histórico, Málaga;447984;1 hab.;62 m²;malaga;centro;centro-historico;No;Planta 1ª exterior con ascensor
Piso en plaza San Pedro de Alcántara, 4, Centro Histórico, Málaga;432864;1 hab.;60 m²;malaga;centro;centro-historico;No;Planta 1ª exterior con ascensor
Piso en calle Atarazanas, Centro Histórico, Málaga;900000;2 hab.;180 m²;malaga;centro;centro-historico;No;Planta 2ª exterior sin ascensor
Piso en calle Alameda principal, 22, Centro Histórico, Málaga;855000;2 hab.;71 m²;malaga;centro;centro-historico;No;Planta 1ª exterior con ascensor
Piso en calle Alameda principal, 22, Centro Histórico, Málaga;900000;2 hab.;71 m²;malaga;centro;centro-historico;No;Planta 3ª exterior con ascensor
Piso en calle Alameda principal, 22, Centro Histórico, Málaga;855000;2 hab.;71 m²;malaga;centro;centro-historico;No;Planta 1ª exterior con ascensor
Piso en calle Estrachan, Centro Histórico, Málaga;675000;4 hab.;120 m²;malaga;centro;centro-historico;No;Planta 1ª exterior con ascensor
Chalet adosado en pasaje Gordon, Centro Histórico, Málaga;1995000;5 hab.;264 m²;malaga;centro;centro-historico;No;No tiene
Piso en calle Strachan, s/n, Centro Histórico, Málaga;670000;3 hab.;120 m²;malaga;centro;centro-historico;No;Planta 1ª exterior con ascensor
Piso en calle Correo Viejo, Centro Histórico, Málaga;695000;2 hab.;108 m²;malaga;centro;centro-historico;No;Planta 2ª interior sin ascensor
Piso en calle Sánchez Pastor, Centro Histórico, Málaga;549000;3 hab.;113 m²;malaga;centro;centro-historico;No;Planta 4ª interior con ascensor
Ático en Centro Histórico, Málaga;1050000;3 hab.;147 m²;malaga;centro;centro-historico;Garaje incluido;Planta 3ª exterior con ascensor
Piso en calle Álamos, Centro Histórico, Málaga;439000;3 hab.;120 m²;malaga;centro;centro-historico;No;Planta 4ª exterior con ascensor
Piso en Centro Histórico, Málaga;340000;3 hab.;114 m²;malaga;centro;centro-historico;No;Planta 2ª interior con ascensor
Dúplex en plaza de Uncibay, 1, Centro Histórico, Málaga;708000;1 hab.;105 m²;malaga;centro;centro-historico;No;Planta 4ª exterior con ascensor
Piso en calle Sánchez Pastor, Centro Histórico, Málaga;390000;3 hab.;100 m²;malaga;centro;centro-historico;No;Planta 1ª interior sin ascensor
Estudio en calle Santa Lucía, Centro Histórico, Málaga;499500;no definido;54 m²;malaga;centro;centro-historico;Garaje opc. 150 €;Planta 3ª exterior con ascensor
Ático en plaza de Uncibay, s/n, Centro Histórico, Málaga;599000;1 hab.;123 m²;malaga;centro;centro-historico;No;Planta 5ª exterior con ascensor
Piso en calle Atarazanas, Centro Histórico, Málaga;900000;4 hab.;144 m²;malaga;centro;centro-historico;No;Planta 2ª exterior sin ascensor
Piso en calle Santa María, Centro Histórico, Málaga;599000;3 hab.;115 m²;malaga;centro;centro-historico;No;Planta 2ª exterior con ascensor
Piso en calle Carretería, Centro Histórico, Málaga;305000;1 hab.;62 m²;malaga;centro;centro-historico;No;Planta 1ª exterior con ascensor
Piso en plaza de Uncibay, Centro Histórico, Málaga;775000;3 hab.;116 m²;malaga;centro;centro-historico;No;Planta 4ª exterior con ascensor
Piso en Centro Histórico, Málaga;845000;5 hab.;176 m²;malaga;centro;centro-historico;No;Planta 2ª exterior
Piso en plaza Arriola, 10, Centro Histórico, Málaga;590000;3 hab.;110 m²;malaga;centro;centro-historico;No;Planta 2ª exterior con ascensor
Piso en Centro Histórico, Málaga;1125000;3 hab.;137 m²;malaga;centro;centro-historico;Garaje incluido;Planta 4ª exterior
Piso en calle Especerías, Centro Histórico, Málaga;420000;1 hab.;67 m²;malaga;centro;centro-historico;No;Planta 3ª exterior con ascensor
Ático en Pasillo de Santa Isabel, Centro Histórico, Málaga;750000;3 hab.;115 m²;malaga;centro;centro-historico;No;Planta 9ª exterior con ascensor
Ático en Centro Histórico, Málaga;498000;3 hab.;150 m²;malaga;centro;centro-historico;Garaje opc. 25.000 €;Planta 13ª exterior con ascensor
Piso en calle Beatas, 6, Centro Histórico, Málaga;330000;2 hab.;113 m²;malaga;centro;centro-historico;No; interior sin ascensor
Piso en Centro Histórico, Málaga;1300000;3 hab.;142 m²;malaga;centro;centro-historico;No;Planta 2ª exterior con ascensor
Piso en Centro Histórico, Málaga;260900;1 hab.;79 m²;malaga;centro;centro-historico;No;Planta 2ª exterior sin ascensor
Piso en Centro Histórico, Málaga;1050000;2 hab.;131 m²;malaga;centro;centro-historico;Garaje incluido;Planta 3ª exterior con ascensor
Casa o chalet independiente en Centro Histórico, Málaga;1995000;5 hab.;264 m²;malaga;centro;centro-historico;No;No tiene
Piso en plaza de la Merced, Centro Histórico, Málaga;825000;4 hab.;189 m²;malaga;centro;centro-historico;No;Planta 1ª exterior con ascensor
Piso en Centro Histórico, Málaga;420000;2 hab.;70 m²;malaga;centro;centro-historico;No;Planta 2ª exterior con ascensor
Ático en avenida de la Aurora, Perchel sur - El Bulto, Málaga;950000;3 hab.;200 m²;malaga;centro;perchel-sur-el-bulto;Garaje incluido;Planta 4ª exterior con ascensor
Piso en calle Ancha del Carmen, Perchel sur - El Bulto, Málaga;350000;1 hab.;58 m²;malaga;centro;perchel-sur-el-bulto;No;Entreplanta exterior con ascensor
Ático en Perchel sur - El Bulto, Málaga;530000;2 hab.;101 m²;malaga;centro;perchel-sur-el-bulto;Garaje incluido;Planta 8ª exterior con ascensor
Ático en calle la Serna, 5, Perchel sur - El Bulto, Málaga;495000;2 hab.;87 m²;malaga;centro;perchel-sur-el-bulto;Garaje incluido;Planta 9ª exterior con ascensor
Piso en Perchel sur - El Bulto, Málaga;459000;3 hab.;149 m²;malaga;centro;perchel-sur-el-bulto;Garaje incluido;Planta 1ª exterior con ascensor
Piso en calle Canales, Perchel sur - El Bulto, Málaga;449900;4 hab.;150 m²;malaga;centro;perchel-sur-el-bulto;No;Planta 1ª exterior con ascensor
Piso en Perchel sur - El Bulto, Málaga;515000;3 hab.;137 m²;malaga;centro;perchel-sur-el-bulto;Garaje incluido;Planta 1ª exterior con ascensor
Piso en avenida de Andalucía, Perchel sur - El Bulto, Málaga;290000;1 hab.;70 m²;malaga;centro;perchel-sur-el-bulto;No;Planta 3ª exterior con ascensor
Piso en avenida de Andalucía, Perchel sur - El Bulto, Málaga;380000;2 hab.;105 m²;malaga;centro;perchel-sur-el-bulto;No;Planta 3ª exterior con ascensor
Piso en pasaje San Fernando, Perchel sur - El Bulto, Málaga;259000;3 hab.;79 m²;malaga;centro;perchel-sur-el-bulto;No;Planta 3ª exterior con ascensor
Piso en calle Explanada de la Estación, Perchel sur - El Bulto, Málaga;395000;2 hab.;85 m²;malaga;centro;perchel-sur-el-bulto;No;Planta 7ª exterior con ascensor
Piso en Perchel sur - El Bulto, Málaga;350000;1 hab.;96 m²;malaga;centro;perchel-sur-el-bulto;No;Planta 1ª exterior con ascensor
Piso en calle Jacinto Verdaguer, Perchel sur - El Bulto, Málaga;474000;4 hab.;135 m²;malaga;centro;perchel-sur-el-bulto;No;Planta 6ª exterior con ascensor
Piso en calle Decano Félix Navarrete, Perchel sur - El Bulto, Málaga;560000;3 hab.;133 m²;malaga;centro;perchel-sur-el-bulto;Garaje incluido;Planta 7ª exterior con ascensor
Piso en avenida de las Américas, Perchel sur - El Bulto, Málaga;450000;2 hab.;90 m²;malaga;centro;perchel-sur-el-bulto;Garaje incluido;Planta 3ª exterior con ascensor
Piso en calle Héroe de Sostoa, Perchel sur - El Bulto, Málaga;475000;2 hab.;89 m²;malaga;centro;perchel-sur-el-bulto;Garaje incluido;Planta 6ª interior con ascensor
Piso en avenida de las Américas, Perchel sur - El Bulto, Málaga;490000;3 hab.;112 m²;malaga;centro;perchel-sur-el-bulto;Garaje incluido;Planta 3ª exterior con ascensor
Piso en calle Héroe de Sostoa, Perchel sur - El Bulto, Málaga;625000;3 hab.;141 m²;malaga;centro;perchel-sur-el-bulto;Garaje incluido;Planta 6ª exterior con ascensor
Piso en Pasillo del Matadero, 1, Perchel sur - El Bulto, Málaga;349900;3 hab.;109 m²;malaga;centro;perchel-sur-el-bulto;No;Planta 3ª interior con ascensor
Piso en Pasillo del Matadero, Perchel sur - El Bulto, Málaga;370000;3 hab.;100 m²;malaga;centro;perchel-sur-el-bulto;No;Planta 1ª exterior con ascensor
Piso en calle Explanada de la Estación, Perchel sur - El Bulto, Málaga;428000;3 hab.;85 m²;malaga;centro;perchel-sur-el-bulto;No;Planta 4ª exterior con ascensor
Piso en Pasillo del Matadero, Perchel sur - El Bulto, Málaga;370000;3 hab.;100 m²;malaga;centro;perchel-sur-el-bulto;No;Planta 1ª exterior con ascensor
Piso en avenida de Andalucía, 5, Perchel sur - El Bulto, Málaga;700000;5 hab.;162 m²;malaga;centro;perchel-sur-el-bulto;Garaje incluido;Planta 3ª exterior con ascensor
Piso en calle Ayala, Perchel sur - El Bulto, Málaga;416000;2 hab.;84 m²;malaga;centro;perchel-sur-el-bulto;No;Planta 11ª exterior con ascensor
Piso en Perchel sur - El Bulto, Málaga;490000;3 hab.;191 m²;malaga;centro;perchel-sur-el-bulto;No;Planta 3ª exterior con ascensor
Piso en Perchel sur - El Bulto, Málaga;580000;3 hab.;116 m²;malaga;centro;perchel-sur-el-bulto;No;Planta 2ª exterior con ascensor
Piso en calle Mauricio Moro Pareto, Perchel sur - El Bulto, Málaga;445000;4 hab.;135 m²;malaga;centro;perchel-sur-el-bulto;Garaje incluido;Planta 4ª exterior con ascensor
Piso en avenida de Andalucía, 9, Perchel sur - El Bulto, Málaga;795000;5 hab.;222 m²;malaga;centro;perchel-sur-el-bulto;Garaje incluido;Planta 3ª exterior con ascensor
Piso en Perchel sur - El Bulto, Málaga;450000;2 hab.;137 m²;malaga;centro;perchel-sur-el-bulto;Garaje incluido;Planta 3ª exterior con ascensor
Piso en Perchel sur - El Bulto, Málaga;400000;4 hab.;115 m²;malaga;centro;perchel-sur-el-bulto;No;Planta 4ª exterior con ascensor
Piso en pasaje Noblejas, Perchel sur - El Bulto, Málaga;420000;3 hab.;110 m²;malaga;centro;perchel-sur-el-bulto;No;Planta 8ª exterior con ascensor
Piso en pasaje San Fernando, Perchel sur - El Bulto, Málaga;470000;4 hab.;144 m²;malaga;centro;perchel-sur-el-bulto;No;Planta 2ª exterior con ascensor
Piso en calle Ayala, Perchel sur - El Bulto, Málaga;335000;3 hab.;91 m²;malaga;centro;perchel-sur-el-bulto;No;Planta 3ª con ascensor
Piso en Perchel sur - El Bulto, Málaga;640000;5 hab.;184 m²;malaga;centro;perchel-sur-el-bulto;Garaje incluido;Planta 2ª exterior con ascensor
Piso en Perchel sur - El Bulto, Málaga;475000;2 hab.;100 m²;malaga;centro;perchel-sur-el-bulto;Garaje incluido;Planta 6ª exterior con ascensor
Piso en Perchel sur - El Bulto, Málaga;445000;4 hab.;141 m²;malaga;centro;perchel-sur-el-bulto;Garaje incluido;Planta 4ª con ascensor
Piso en Perchel sur - El Bulto, Málaga;370000;3 hab.;95 m²;malaga;centro;perchel-sur-el-bulto;Garaje incluido;Planta 6ª exterior con ascensor
Piso en calle Explanada de la Estación, Perchel sur - El Bulto, Málaga;395000;2 hab.;85 m²;malaga;centro;perchel-sur-el-bulto;No;Planta 7ª exterior con ascensor
Piso en Pasillo del Matadero, Perchel sur - El Bulto, Málaga;389000;2 hab.;86 m²;malaga;centro;perchel-sur-el-bulto;Garaje incluido;Planta 2ª exterior con ascensor
Piso en plaza Enrique Navarro, Perchel sur - El Bulto, Málaga;700000;4 hab.;166 m²;malaga;centro;perchel-sur-el-bulto;Garaje incluido;Planta 3ª exterior con ascensor
Piso en Perchel sur - El Bulto, Málaga;259000;3 hab.;79 m²;malaga;centro;perchel-sur-el-bulto;No;Planta 3ª exterior con ascensor
Piso en Perchel sur - El Bulto, Málaga;560000;3 hab.;133 m²;malaga;centro;perchel-sur-el-bulto;Garaje incluido;Planta 7ª exterior con ascensor
Dúplex en Perchel sur - El Bulto, Málaga;450000;1 hab.;219 m²;malaga;centro;perchel-sur-el-bulto;Garaje opc. 25.000 €;Bajo exterior con ascensor
Piso en calle Héroe de Sostoa, 12, Perchel sur - El Bulto, Málaga;625000;3 hab.;141 m²;malaga;centro;perchel-sur-el-bulto;Garaje incluido;Planta 6ª exterior con ascensor
Piso en Perchel sur - El Bulto, Málaga;560000;3 hab.;133 m²;malaga;centro;perchel-sur-el-bulto;Garaje incluido;Planta 7ª exterior con ascensor
Piso en Perchel sur - El Bulto, Málaga;375000;4 hab.;97 m²;malaga;centro;perchel-sur-el-bulto;No;Planta 7ª exterior con ascensor
Piso en pasaje San Fernando, 5, Perchel sur - El Bulto, Málaga;360000;3 hab.;96 m²;malaga;centro;perchel-sur-el-bulto;No;Planta 2ª exterior sin ascensor
Piso en calle Cuarteles, Perchel sur - El Bulto, Málaga;259000;1 hab.;60 m²;malaga;centro;perchel-sur-el-bulto;No;Planta 1ª exterior con ascensor
Piso en Callejones del Perchel, Perchel sur - El Bulto, Málaga;460800;2 hab.;123 m²;malaga;centro;perchel-sur-el-bulto;Garaje incluido;Planta 2ª exterior con ascensor
Piso en calle Héroe de Sostoa, 14, Perchel sur - El Bulto, Málaga;470000;2 hab.;92 m²;malaga;centro;perchel-sur-el-bulto;Garaje incluido;Planta 7ª con ascensor
Piso en calle Eslava, s/n, Perchel sur - El Bulto, Málaga;299900;2 hab.;86 m²;malaga;centro;perchel-sur-el-bulto;No;Planta 2ª exterior con ascensor
Piso en calle Decano Félix Navarrete, Perchel sur - El Bulto, Málaga;640000;5 hab.;184 m²;malaga;centro;perchel-sur-el-bulto;Garaje incluido;Planta 2ª exterior con ascensor
Piso en Perchel sur - El Bulto, Málaga;460800;2 hab.;123 m²;malaga;centro;perchel-sur-el-bulto;Garaje incluido;Planta 2ª exterior con ascensor
Piso en calle Eslava, Perchel sur - El Bulto, Málaga;375000;4 hab.;97 m²;malaga;centro;perchel-sur-el-bulto;No;Planta 7ª exterior con ascensor
Piso en Perchel sur - El Bulto, Málaga;450000;2 hab.;90 m²;malaga;centro;perchel-sur-el-bulto;Garaje incluido;Planta 3ª exterior con ascensor
Piso en calle Salitre, Perchel sur - El Bulto, Málaga;258950;3 hab.;75 m²;malaga;centro;perchel-sur-el-bulto;No;Planta 3ª exterior con ascensor
Piso en Perchel sur - El Bulto, Málaga;490000;3 hab.;112 m²;malaga;centro;perchel-sur-el-bulto;Garaje incluido;Planta 3ª exterior con ascensor
Piso en avenida de Andalucía, Perchel sur - El Bulto, Málaga;380000;2 hab.;106 m²;malaga;centro;perchel-sur-el-bulto;No;Planta 3ª exterior con ascensor
Piso en Pasillo del Matadero, Perchel sur - El Bulto, Málaga;440000;3 hab.;100 m²;malaga;centro;perchel-sur-el-bulto;No;Planta 2ª exterior con ascensor
Dúplex en calle Ancha del Carmen, Perchel sur - El Bulto, Málaga;725000;5 hab.;108 m²;malaga;centro;perchel-sur-el-bulto;Garaje incluido;Planta 3ª exterior con ascensor
Piso en calle Arapiles, El Ejido, Málaga;247000;3 hab.;70 m²;malaga;centro;el-ejido;No;Planta 3ª exterior con ascensor
Piso en calle San Millán, 11, El Ejido, Málaga;377000;2 hab.;85 m²;malaga;centro;el-ejido;No;Planta 3ª exterior con ascensor
Piso en calle Hermosilla, El Ejido, Málaga;225000;1 hab.;46 m²;malaga;centro;el-ejido;No;Planta 1ª exterior sin ascensor
Piso en alameda de Capuchinos, El Ejido, Málaga;475000;3 hab.;162 m²;malaga;centro;el-ejido;No;Planta 2ª exterior con ascensor
Piso en calle Hermosilla, El Ejido, Málaga;335000;3 hab.;93 m²;malaga;centro;el-ejido;No;Planta 7ª exterior con ascensor
Piso en calle San Millán, 1, El Ejido, Málaga;335000;3 hab.;119 m²;malaga;centro;el-ejido;No;Planta 8ª exterior con ascensor
Piso en calle San Millán, El Ejido, Málaga;640000;2 hab.;392 m²;malaga;centro;el-ejido;No;Bajo exterior sin ascensor
Piso en calle los Negros, 19, El Ejido, Málaga;217000;4 hab.;91 m²;malaga;centro;el-ejido;No;Planta 6ª exterior con ascensor
Piso en El Ejido, Málaga;340000;3 hab.;106 m²;malaga;centro;el-ejido;Garaje incluido;Planta 5ª exterior con ascensor
Piso en calle San Millán, 11, El Ejido, Málaga;377000;2 hab.;90 m²;malaga;centro;el-ejido;No;Planta 3ª exterior con ascensor
Chalet adosado en calle Capuchinos, s/n, El Ejido, Málaga;550000;6 hab.;211 m²;malaga;centro;el-ejido;Garaje incluido;No tiene
Piso en Carrera de Capuchinos, El Ejido, Málaga;296000;2 hab.;87 m²;malaga;centro;el-ejido;Garaje incluido;Planta 1ª exterior con ascensor
Piso en calle Zaragoza, 5, El Ejido, Málaga;289999;3 hab.;91 m²;malaga;centro;el-ejido;No;Planta 1ª interior sin ascensor
Piso en calle San Millán, El Ejido, Málaga;355000;3 hab.;99 m²;malaga;centro;el-ejido;No;Planta 8ª exterior con ascensor
Piso en Carrera de Capuchinos, El Ejido, Málaga;288000;2 hab.;65 m²;malaga;centro;el-ejido;Garaje incluido;Bajo exterior con ascensor
Piso en calle Carrión, El Ejido, Málaga;296000;2 hab.;66 m²;malaga;centro;el-ejido;Garaje opc. 38.000 €;Planta 1ª exterior con ascensor
Piso en calle Carrión, El Ejido, Málaga;314000;2 hab.;70 m²;malaga;centro;el-ejido;Garaje opc. 38.000 €;Planta 1ª exterior con ascensor
Piso en calle Carrión, El Ejido, Málaga;333000;2 hab.;74 m²;malaga;centro;el-ejido;Garaje opc. 38.000 €;Planta 1ª exterior con ascensor
Piso en calle Carrión, El Ejido, Málaga;282000;2 hab.;66 m²;malaga;centro;el-ejido;Garaje opc. 38.000 €;Bajo exterior con ascensor
Piso en calle Carrión, El Ejido, Málaga;308000;2 hab.;72 m²;malaga;centro;el-ejido;Garaje opc. 38.000 €;Bajo exterior con ascensor
