Vivienda;Precio;Numero habitaciones;Metros cuadrados;Ciudad;Zona;Barrio;Garaje;Descripcion;Regimen
Piso en Santa Eulàlia, Hospitalet de Llobregat;2300;3 hab.;123 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;Garaje incluido;Planta 17ª exterior con ascensor;Alquiler
Piso en calle Santa Eulàlia, Santa Eulàlia, Hospitalet de Llobregat;2000;3 hab.;90 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;Garaje incluido;Planta 5ª exterior con ascensor;Alquiler
Piso en Santa Eulàlia, Hospitalet de Llobregat;1550;4 hab.;90 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;No;Planta 1ª exterior con ascensor;Alquiler
Estudio en calle Amadeu Torner, 102, Santa Eulàlia, Hospitalet de Llobregat;1020;no definido;55 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;No;Bajo exterior sin ascensor;Alquiler
Piso en calle d'Herrero, 26 -28, Santa Eulàlia, Hospitalet de Llobregat;1780;2 hab.;70 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;Garaje incluido;Planta 17ª exterior con ascensor;Alquiler
Piso en calle Joan de Joanes, Santa Eulàlia, Hospitalet de Llobregat;2010;3 hab.;125 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;Garaje incluido;Planta 13ª exterior con ascensor;Alquiler
Estudio en calle Modern, 30, Santa Eulàlia, Hospitalet de Llobregat;1000;no definido;22 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;No;Planta 2ª exterior sin ascensor;Alquiler
Estudio en calle Modern, 30, Santa Eulàlia, Hospitalet de Llobregat;1000;no definido;22 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;No;Planta 3ª exterior sin ascensor;Alquiler
Piso en calle del General Prim, 76, Santa Eulàlia, Hospitalet de Llobregat;1230;1 hab.;60 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;Garaje opc. 200 €/mes;Planta 2ª exterior con ascensor;Alquiler
Piso en calle Joan de Joanes, Santa Eulàlia, Hospitalet de Llobregat;1850;2 hab.;80 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;Garaje incluido;Planta 10ª exterior con ascensor;Alquiler
Piso en blas fernandez de lirola, 43 -----45, Santa Eulàlia, Hospitalet de Llobregat;1230;1 hab.;36 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;No;Planta 2ª exterior con ascensor;Alquiler
Piso en calle Blas Fernández Lirola, 43, Santa Eulàlia, Hospitalet de Llobregat;1450;1 hab.;40 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;No;Planta 2ª exterior con ascensor;Alquiler
Piso en Can Tries, 7, Santa Eulàlia, Hospitalet de Llobregat;1800;2 hab.;70 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;Garaje incluido;Planta 4ª exterior con ascensor;Alquiler
Piso en calle de Natzaret, Santa Eulàlia, Hospitalet de Llobregat;1200;3 hab.;87 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;No;Planta 2ª exterior con ascensor;Alquiler
Piso en plaza d'Europa, Santa Eulàlia, Hospitalet de Llobregat;2250;2 hab.;100 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;No;Planta 12ª exterior con ascensor;Alquiler
Piso en plaza d’Europa, Santa Eulàlia, Hospitalet de Llobregat;1950;3 hab.;95 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;Garaje incluido;Planta 14ª exterior con ascensor;Alquiler
Piso en plaza d'Europa, Santa Eulàlia, Hospitalet de Llobregat;3500;3 hab.;140 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;No;Planta 17ª exterior con ascensor;Alquiler
Piso en Santa Eulàlia, Hospitalet de Llobregat;975;2 hab.;42 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;No;Planta 2ª exterior con ascensor;Alquiler
Piso en plaza d'Europa, s/n, Santa Eulàlia, Hospitalet de Llobregat;2000;3 hab.;78 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;Garaje incluido;Planta 3ª exterior con ascensor;Alquiler
Piso en calle Pz Frederica Montseny, Santa Eulàlia, Hospitalet de Llobregat;2000;3 hab.;81 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;Garaje incluido;Planta 2ª exterior con ascensor;Alquiler
Piso en plaza europa, Santa Eulàlia, Hospitalet de Llobregat;1300;1 hab.;42 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;Garaje incluido;Planta 1ª exterior con ascensor;Alquiler
Piso en calle de Santiago Rusiñol, 23, Santa Eulàlia, Hospitalet de Llobregat;1150;1 hab.;43 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;No;Bajo interior sin ascensor;Alquiler
Piso en Aprestadora, 61, Santa Eulàlia, Hospitalet de Llobregat;1190;2 hab.;62 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;No;Planta 3ª exterior con ascensor;Alquiler
Piso en Amadeu Torner, Santa Eulàlia, Hospitalet de Llobregat;1850;3 hab.;80 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;No;Planta 10ª exterior con ascensor;Alquiler
Piso en plaza d'Europa, Santa Eulàlia, Hospitalet de Llobregat;3000;3 hab.;156 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;Garaje incluido;Planta 17ª exterior con ascensor;Alquiler
Piso en Santa Eulàlia, Hospitalet de Llobregat;2300;3 hab.;123 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;Garaje incluido;Planta 17ª exterior con ascensor;Alquiler
Piso en calle Santa Eulàlia, Santa Eulàlia, Hospitalet de Llobregat;2000;3 hab.;90 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;Garaje incluido;Planta 5ª exterior con ascensor;Alquiler
Piso en Santa Eulàlia, Hospitalet de Llobregat;1550;4 hab.;90 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;No;Planta 1ª exterior con ascensor;Alquiler
Estudio en calle Amadeu Torner, 102, Santa Eulàlia, Hospitalet de Llobregat;1020;no definido;55 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;No;Bajo exterior sin ascensor;Alquiler
Piso en calle d'Herrero, 26 -28, Santa Eulàlia, Hospitalet de Llobregat;1780;2 hab.;70 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;Garaje incluido;Planta 17ª exterior con ascensor;Alquiler
Piso en calle Joan de Joanes, Santa Eulàlia, Hospitalet de Llobregat;2010;3 hab.;125 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;Garaje incluido;Planta 13ª exterior con ascensor;Alquiler
Estudio en calle Modern, 30, Santa Eulàlia, Hospitalet de Llobregat;1000;no definido;22 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;No;Planta 2ª exterior sin ascensor;Alquiler
Estudio en calle Modern, 30, Santa Eulàlia, Hospitalet de Llobregat;1000;no definido;22 m²;hospitalet-de-llobregat;santa-eulalia;santa-eulalia;No;Planta 3ª exterior sin ascensor;Alquiler
