Municipios (con más de 50.000 habitantes) y capitales de provincia;Tipo de vivienda (principal o no);Año de construcción del edificio;Total
38023 San Cristóbal de La Laguna;Vivienda principal;No consta;1.462
38023 San Cristóbal de La Laguna;Vivienda no principal;Total;14.952
38023 San Cristóbal de La Laguna;Vivienda no principal;Antes de 1900;108
38023 San Cristóbal de La Laguna;Vivienda no principal;De 1900 a 1920;380
38023 San Cristóbal de La Laguna;Vivienda no principal;De 1921 a 1940;385
38023 San Cristóbal de La Laguna;Vivienda no principal;De 1941 a 1950;331
38023 San Cristóbal de La Laguna;Vivienda no principal;De 1951 a 1960;948
38023 San Cristóbal de La Laguna;Vivienda no principal;De 1961 a 1970;2.411
38023 San Cristóbal de La Laguna;Vivienda no principal;De 1971 a 1980;2.097
38023 San Cristóbal de La Laguna;Vivienda no principal;De 1981 a 1990;1.491
38023 San Cristóbal de La Laguna;Vivienda no principal;De 1991 a 2000;2.941
38023 San Cristóbal de La Laguna;Vivienda no principal;De 2001 a 2010;3.132
38023 San Cristóbal de La Laguna;Vivienda no principal;De 2011 a 2020;509
38023 San Cristóbal de La Laguna;Vivienda no principal;No consta;219
38038 Santa Cruz de Tenerife;Total;Total;97.227
38038 Santa Cruz de Tenerife;Total;Antes de 1900;149
38038 Santa Cruz de Tenerife;Total;De 1900 a 1920;1.025
38038 Santa Cruz de Tenerife;Total;De 1921 a 1940;2.847
38038 Santa Cruz de Tenerife;Total;De 1941 a 1950;2.424
38038 Santa Cruz de Tenerife;Total;De 1951 a 1960;7.014
38038 Santa Cruz de Tenerife;Total;De 1961 a 1970;15.713
38038 Santa Cruz de Tenerife;Total;De 1971 a 1980;20.577
38038 Santa Cruz de Tenerife;Total;De 1981 a 1990;12.575
38038 Santa Cruz de Tenerife;Total;De 1991 a 2000;13.463
38038 Santa Cruz de Tenerife;Total;De 2001 a 2010;17.472
38038 Santa Cruz de Tenerife;Total;De 2011 a 2020;715
38038 Santa Cruz de Tenerife;Total;No consta;3.253
38038 Santa Cruz de Tenerife;Vivienda principal;Total;81.056
38038 Santa Cruz de Tenerife;Vivienda principal;Antes de 1900;74
38038 Santa Cruz de Tenerife;Vivienda principal;De 1900 a 1920;646
38038 Santa Cruz de Tenerife;Vivienda principal;De 1921 a 1940;2.071
38038 Santa Cruz de Tenerife;Vivienda principal;De 1941 a 1950;1.892
38038 Santa Cruz de Tenerife;Vivienda principal;De 1951 a 1960;5.823
38038 Santa Cruz de Tenerife;Vivienda principal;De 1961 a 1970;13.318
38038 Santa Cruz de Tenerife;Vivienda principal;De 1971 a 1980;17.958
38038 Santa Cruz de Tenerife;Vivienda principal;De 1981 a 1990;10.966
38038 Santa Cruz de Tenerife;Vivienda principal;De 1991 a 2000;11.671
38038 Santa Cruz de Tenerife;Vivienda principal;De 2001 a 2010;14.502
38038 Santa Cruz de Tenerife;Vivienda principal;De 2011 a 2020;467
38038 Santa Cruz de Tenerife;Vivienda principal;No consta;1.668
38038 Santa Cruz de Tenerife;Vivienda no principal;Total;16.171
38038 Santa Cruz de Tenerife;Vivienda no principal;Antes de 1900;75
38038 Santa Cruz de Tenerife;Vivienda no principal;De 1900 a 1920;379
38038 Santa Cruz de Tenerife;Vivienda no principal;De 1921 a 1940;776
38038 Santa Cruz de Tenerife;Vivienda no principal;De 1941 a 1950;532
38038 Santa Cruz de Tenerife;Vivienda no principal;De 1951 a 1960;1.191
38038 Santa Cruz de Tenerife;Vivienda no principal;De 1961 a 1970;2.395
38038 Santa Cruz de Tenerife;Vivienda no principal;De 1971 a 1980;2.619
38038 Santa Cruz de Tenerife;Vivienda no principal;De 1981 a 1990;1.609
38038 Santa Cruz de Tenerife;Vivienda no principal;De 1991 a 2000;1.792
38038 Santa Cruz de Tenerife;Vivienda no principal;De 2001 a 2010;2.970
38038 Santa Cruz de Tenerife;Vivienda no principal;De 2011 a 2020;248
38038 Santa Cruz de Tenerife;Vivienda no principal;No consta;1.585
39075 Santander;Total;Total;93.407
39075 Santander;Total;Antes de 1900;0
39075 Santander;Total;De 1900 a 1920;7.429
39075 Santander;Total;De 1921 a 1940;3.680
39075 Santander;Total;De 1941 a 1950;2.812
39075 Santander;Total;De 1951 a 1960;7.526
39075 Santander;Total;De 1961 a 1970;20.373
39075 Santander;Total;De 1971 a 1980;15.404
39075 Santander;Total;De 1981 a 1990;13.720
39075 Santander;Total;De 1991 a 2000;8.713
39075 Santander;Total;De 2001 a 2010;10.508
39075 Santander;Total;De 2011 a 2020;2.363
39075 Santander;Total;No consta;879
39075 Santander;Vivienda principal;Total;72.467
39075 Santander;Vivienda principal;Antes de 1900;0
39075 Santander;Vivienda principal;De 1900 a 1920;5.165
39075 Santander;Vivienda principal;De 1921 a 1940;2.663
39075 Santander;Vivienda principal;De 1941 a 1950;2.025
39075 Santander;Vivienda principal;De 1951 a 1960;5.883
39075 Santander;Vivienda principal;De 1961 a 1970;16.002
39075 Santander;Vivienda principal;De 1971 a 1980;12.772
39075 Santander;Vivienda principal;De 1981 a 1990;11.226
39075 Santander;Vivienda principal;De 1991 a 2000;6.864
39075 Santander;Vivienda principal;De 2001 a 2010;7.810
39075 Santander;Vivienda principal;De 2011 a 2020;1.633
39075 Santander;Vivienda principal;No consta;424
39075 Santander;Vivienda no principal;Total;20.940
39075 Santander;Vivienda no principal;Antes de 1900;0
39075 Santander;Vivienda no principal;De 1900 a 1920;2.264
39075 Santander;Vivienda no principal;De 1921 a 1940;1.017
39075 Santander;Vivienda no principal;De 1941 a 1950;787
39075 Santander;Vivienda no principal;De 1951 a 1960;1.643
39075 Santander;Vivienda no principal;De 1961 a 1970;4.371
39075 Santander;Vivienda no principal;De 1971 a 1980;2.632
39075 Santander;Vivienda no principal;De 1981 a 1990;2.494
39075 Santander;Vivienda no principal;De 1991 a 2000;1.849
39075 Santander;Vivienda no principal;De 2001 a 2010;2.698
39075 Santander;Vivienda no principal;De 2011 a 2020;730
39075 Santander;Vivienda no principal;No consta;455
39087 Torrelavega;Total;Total;26.596
39087 Torrelavega;Total;Antes de 1900;0
39087 Torrelavega;Total;De 1900 a 1920;15
39087 Torrelavega;Total;De 1921 a 1940;1.704
39087 Torrelavega;Total;De 1941 a 1950;1.153
39087 Torrelavega;Total;De 1951 a 1960;1.823
39087 Torrelavega;Total;De 1961 a 1970;5.971
39087 Torrelavega;Total;De 1971 a 1980;5.903
39087 Torrelavega;Total;De 1981 a 1990;3.149
39087 Torrelavega;Total;De 1991 a 2000;2.023
39087 Torrelavega;Total;De 2001 a 2010;3.715
39087 Torrelavega;Total;De 2011 a 2020;400
39087 Torrelavega;Total;No consta;740
39087 Torrelavega;Vivienda principal;Total;21.213
39087 Torrelavega;Vivienda principal;Antes de 1900;0
39087 Torrelavega;Vivienda principal;De 1900 a 1920;13
39087 Torrelavega;Vivienda principal;De 1921 a 1940;987
39087 Torrelavega;Vivienda principal;De 1941 a 1950;844
39087 Torrelavega;Vivienda principal;De 1951 a 1960;1.354
39087 Torrelavega;Vivienda principal;De 1961 a 1970;4.756
39087 Torrelavega;Vivienda principal;De 1971 a 1980;4.967
39087 Torrelavega;Vivienda principal;De 1981 a 1990;2.795
39087 Torrelavega;Vivienda principal;De 1991 a 2000;1.722
39087 Torrelavega;Vivienda principal;De 2001 a 2010;3.144
39087 Torrelavega;Vivienda principal;De 2011 a 2020;217
39087 Torrelavega;Vivienda principal;No consta;414
39087 Torrelavega;Vivienda no principal;Total;5.383
39087 Torrelavega;Vivienda no principal;Antes de 1900;0
39087 Torrelavega;Vivienda no principal;De 1900 a 1920;2
39087 Torrelavega;Vivienda no principal;De 1921 a 1940;717
39087 Torrelavega;Vivienda no principal;De 1941 a 1950;309
39087 Torrelavega;Vivienda no principal;De 1951 a 1960;469
39087 Torrelavega;Vivienda no principal;De 1961 a 1970;1.215
39087 Torrelavega;Vivienda no principal;De 1971 a 1980;936
39087 Torrelavega;Vivienda no principal;De 1981 a 1990;354
39087 Torrelavega;Vivienda no principal;De 1991 a 2000;301
39087 Torrelavega;Vivienda no principal;De 2001 a 2010;571
39087 Torrelavega;Vivienda no principal;De 2011 a 2020;183
39087 Torrelavega;Vivienda no principal;No consta;326
40194 Segovia;Total;Total;29.036
40194 Segovia;Total;Antes de 1900;332
40194 Segovia;Total;De 1900 a 1920;915
40194 Segovia;Total;De 1921 a 1940;612
40194 Segovia;Total;De 1941 a 1950;660
40194 Segovia;Total;De 1951 a 1960;2.810
40194 Segovia;Total;De 1961 a 1970;4.347
40194 Segovia;Total;De 1971 a 1980;6.962
40194 Segovia;Total;De 1981 a 1990;3.837
40194 Segovia;Total;De 1991 a 2000;4.390
40194 Segovia;Total;De 2001 a 2010;2.852
40194 Segovia;Total;De 2011 a 2020;723
40194 Segovia;Total;No consta;596
40194 Segovia;Vivienda principal;Total;20.808
40194 Segovia;Vivienda principal;Antes de 1900;160
40194 Segovia;Vivienda principal;De 1900 a 1920;372
40194 Segovia;Vivienda principal;De 1921 a 1940;297
40194 Segovia;Vivienda principal;De 1941 a 1950;418
40194 Segovia;Vivienda principal;De 1951 a 1960;1.822
40194 Segovia;Vivienda principal;De 1961 a 1970;3.137
40194 Segovia;Vivienda principal;De 1971 a 1980;5.495
40194 Segovia;Vivienda principal;De 1981 a 1990;3.090
40194 Segovia;Vivienda principal;De 1991 a 2000;3.532
40194 Segovia;Vivienda principal;De 2001 a 2010;1.938
40194 Segovia;Vivienda principal;De 2011 a 2020;462
40194 Segovia;Vivienda principal;No consta;85
40194 Segovia;Vivienda no principal;Total;8.228
40194 Segovia;Vivienda no principal;Antes de 1900;172
40194 Segovia;Vivienda no principal;De 1900 a 1920;543
40194 Segovia;Vivienda no principal;De 1921 a 1940;315
40194 Segovia;Vivienda no principal;De 1941 a 1950;242
40194 Segovia;Vivienda no principal;De 1951 a 1960;988
40194 Segovia;Vivienda no principal;De 1961 a 1970;1.210
40194 Segovia;Vivienda no principal;De 1971 a 1980;1.467
40194 Segovia;Vivienda no principal;De 1981 a 1990;747
40194 Segovia;Vivienda no principal;De 1991 a 2000;858
40194 Segovia;Vivienda no principal;De 2001 a 2010;914
40194 Segovia;Vivienda no principal;De 2011 a 2020;261
40194 Segovia;Vivienda no principal;No consta;511
41004 Alcalá de Guadaíra;Total;Total;32.822
41004 Alcalá de Guadaíra;Total;Antes de 1900;3
41004 Alcalá de Guadaíra;Total;De 1900 a 1920;248
41004 Alcalá de Guadaíra;Total;De 1921 a 1940;618
41004 Alcalá de Guadaíra;Total;De 1941 a 1950;543
41004 Alcalá de Guadaíra;Total;De 1951 a 1960;1.698
41004 Alcalá de Guadaíra;Total;De 1961 a 1970;2.415
41004 Alcalá de Guadaíra;Total;De 1971 a 1980;7.417
41004 Alcalá de Guadaíra;Total;De 1981 a 1990;3.138
41004 Alcalá de Guadaíra;Total;De 1991 a 2000;5.388
41004 Alcalá de Guadaíra;Total;De 2001 a 2010;9.759
41004 Alcalá de Guadaíra;Total;De 2011 a 2020;658
41004 Alcalá de Guadaíra;Total;No consta;937
41004 Alcalá de Guadaíra;Vivienda principal;Total;26.922
41004 Alcalá de Guadaíra;Vivienda principal;Antes de 1900;0
41004 Alcalá de Guadaíra;Vivienda principal;De 1900 a 1920;165
41004 Alcalá de Guadaíra;Vivienda principal;De 1921 a 1940;436
41004 Alcalá de Guadaíra;Vivienda principal;De 1941 a 1950;433
41004 Alcalá de Guadaíra;Vivienda principal;De 1951 a 1960;1.388
41004 Alcalá de Guadaíra;Vivienda principal;De 1961 a 1970;2.018
41004 Alcalá de Guadaíra;Vivienda principal;De 1971 a 1980;6.417
41004 Alcalá de Guadaíra;Vivienda principal;De 1981 a 1990;2.691
41004 Alcalá de Guadaíra;Vivienda principal;De 1991 a 2000;4.681
41004 Alcalá de Guadaíra;Vivienda principal;De 2001 a 2010;7.924
41004 Alcalá de Guadaíra;Vivienda principal;De 2011 a 2020;466
41004 Alcalá de Guadaíra;Vivienda principal;No consta;303
41004 Alcalá de Guadaíra;Vivienda no principal;Total;5.900
41004 Alcalá de Guadaíra;Vivienda no principal;Antes de 1900;3
41004 Alcalá de Guadaíra;Vivienda no principal;De 1900 a 1920;83
41004 Alcalá de Guadaíra;Vivienda no principal;De 1921 a 1940;182
41004 Alcalá de Guadaíra;Vivienda no principal;De 1941 a 1950;110
41004 Alcalá de Guadaíra;Vivienda no principal;De 1951 a 1960;310
41004 Alcalá de Guadaíra;Vivienda no principal;De 1961 a 1970;397
41004 Alcalá de Guadaíra;Vivienda no principal;De 1971 a 1980;1.000
41004 Alcalá de Guadaíra;Vivienda no principal;De 1981 a 1990;447
41004 Alcalá de Guadaíra;Vivienda no principal;De 1991 a 2000;707
41004 Alcalá de Guadaíra;Vivienda no principal;De 2001 a 2010;1.835
41004 Alcalá de Guadaíra;Vivienda no principal;De 2011 a 2020;192
41004 Alcalá de Guadaíra;Vivienda no principal;No consta;634
41038 Dos Hermanas;Total;Total;56.736
41038 Dos Hermanas;Total;Antes de 1900;11
41038 Dos Hermanas;Total;De 1900 a 1920;52
41038 Dos Hermanas;Total;De 1921 a 1940;143
41038 Dos Hermanas;Total;De 1941 a 1950;267
41038 Dos Hermanas;Total;De 1951 a 1960;1.844
41038 Dos Hermanas;Total;De 1961 a 1970;4.740
41038 Dos Hermanas;Total;De 1971 a 1980;10.808
41038 Dos Hermanas;Total;De 1981 a 1990;6.521
41038 Dos Hermanas;Total;De 1991 a 2000;12.739
41038 Dos Hermanas;Total;De 2001 a 2010;15.738
41038 Dos Hermanas;Total;De 2011 a 2020;3.630
41038 Dos Hermanas;Total;No consta;243
41038 Dos Hermanas;Vivienda principal;Total;47.885
41038 Dos Hermanas;Vivienda principal;Antes de 1900;5
41038 Dos Hermanas;Vivienda principal;De 1900 a 1920;27
41038 Dos Hermanas;Vivienda principal;De 1921 a 1940;77
41038 Dos Hermanas;Vivienda principal;De 1941 a 1950;200
41038 Dos Hermanas;Vivienda principal;De 1951 a 1960;1.501
41038 Dos Hermanas;Vivienda principal;De 1961 a 1970;3.931
41038 Dos Hermanas;Vivienda principal;De 1971 a 1980;9.625
41038 Dos Hermanas;Vivienda principal;De 1981 a 1990;5.851
41038 Dos Hermanas;Vivienda principal;De 1991 a 2000;11.215
41038 Dos Hermanas;Vivienda principal;De 2001 a 2010;12.473
41038 Dos Hermanas;Vivienda principal;De 2011 a 2020;2.773
41038 Dos Hermanas;Vivienda principal;No consta;207
41038 Dos Hermanas;Vivienda no principal;Total;8.851
41038 Dos Hermanas;Vivienda no principal;Antes de 1900;6
41038 Dos Hermanas;Vivienda no principal;De 1900 a 1920;25
41038 Dos Hermanas;Vivienda no principal;De 1921 a 1940;66
41038 Dos Hermanas;Vivienda no principal;De 1941 a 1950;67
41038 Dos Hermanas;Vivienda no principal;De 1951 a 1960;343
41038 Dos Hermanas;Vivienda no principal;De 1961 a 1970;809
41038 Dos Hermanas;Vivienda no principal;De 1971 a 1980;1.183
41038 Dos Hermanas;Vivienda no principal;De 1981 a 1990;670
41038 Dos Hermanas;Vivienda no principal;De 1991 a 2000;1.524
41038 Dos Hermanas;Vivienda no principal;De 2001 a 2010;3.265
41038 Dos Hermanas;Vivienda no principal;De 2011 a 2020;857
41038 Dos Hermanas;Vivienda no principal;No consta;36
41091 Sevilla;Total;Total;327.393
41091 Sevilla;Total;Antes de 1900;242
41091 Sevilla;Total;De 1900 a 1920;5.411
41091 Sevilla;Total;De 1921 a 1940;10.937
41091 Sevilla;Total;De 1941 a 1950;7.737
41091 Sevilla;Total;De 1951 a 1960;24.467
41091 Sevilla;Total;De 1961 a 1970;69.247
41091 Sevilla;Total;De 1971 a 1980;80.169
41091 Sevilla;Total;De 1981 a 1990;44.235
41091 Sevilla;Total;De 1991 a 2000;42.924
41091 Sevilla;Total;De 2001 a 2010;30.957
41091 Sevilla;Total;De 2011 a 2020;8.620
41091 Sevilla;Total;No consta;2.447
41091 Sevilla;Vivienda principal;Total;266.588
41091 Sevilla;Vivienda principal;Antes de 1900;115
41091 Sevilla;Vivienda principal;De 1900 a 1920;2.918
41091 Sevilla;Vivienda principal;De 1921 a 1940;7.300
41091 Sevilla;Vivienda principal;De 1941 a 1950;5.372
41091 Sevilla;Vivienda principal;De 1951 a 1960;19.244
41091 Sevilla;Vivienda principal;De 1961 a 1970;55.128
41091 Sevilla;Vivienda principal;De 1971 a 1980;67.684
41091 Sevilla;Vivienda principal;De 1981 a 1990;37.984
41091 Sevilla;Vivienda principal;De 1991 a 2000;36.781
41091 Sevilla;Vivienda principal;De 2001 a 2010;25.823
41091 Sevilla;Vivienda principal;De 2011 a 2020;6.979
41091 Sevilla;Vivienda principal;No consta;1.260
41091 Sevilla;Vivienda no principal;Total;60.805
41091 Sevilla;Vivienda no principal;Antes de 1900;127
41091 Sevilla;Vivienda no principal;De 1900 a 1920;2.493
41091 Sevilla;Vivienda no principal;De 1921 a 1940;3.637
41091 Sevilla;Vivienda no principal;De 1941 a 1950;2.365
41091 Sevilla;Vivienda no principal;De 1951 a 1960;5.223
41091 Sevilla;Vivienda no principal;De 1961 a 1970;14.119
41091 Sevilla;Vivienda no principal;De 1971 a 1980;12.485
41091 Sevilla;Vivienda no principal;De 1981 a 1990;6.251
41091 Sevilla;Vivienda no principal;De 1991 a 2000;6.143
41091 Sevilla;Vivienda no principal;De 2001 a 2010;5.134
41091 Sevilla;Vivienda no principal;De 2011 a 2020;1.641
41091 Sevilla;Vivienda no principal;No consta;1.187
41095 Utrera;Total;Total;23.030
41095 Utrera;Total;Antes de 1900;11
41095 Utrera;Total;De 1900 a 1920;71
41095 Utrera;Total;De 1921 a 1940;252
41095 Utrera;Total;De 1941 a 1950;706
41095 Utrera;Total;De 1951 a 1960;506
41095 Utrera;Total;De 1961 a 1970;2.726
41095 Utrera;Total;De 1971 a 1980;4.396
41095 Utrera;Total;De 1981 a 1990;3.288
41095 Utrera;Total;De 1991 a 2000;3.708
41095 Utrera;Total;De 2001 a 2010;6.651
41095 Utrera;Total;De 2011 a 2020;503
41095 Utrera;Total;No consta;212
41095 Utrera;Vivienda principal;Total;18.708
41095 Utrera;Vivienda principal;Antes de 1900;5
41095 Utrera;Vivienda principal;De 1900 a 1920;40
41095 Utrera;Vivienda principal;De 1921 a 1940;144
41095 Utrera;Vivienda principal;De 1941 a 1950;528
41095 Utrera;Vivienda principal;De 1951 a 1960;346
41095 Utrera;Vivienda principal;De 1961 a 1970;2.160
41095 Utrera;Vivienda principal;De 1971 a 1980;3.669
41095 Utrera;Vivienda principal;De 1981 a 1990;2.739
41095 Utrera;Vivienda principal;De 1991 a 2000;3.082
41095 Utrera;Vivienda principal;De 2001 a 2010;5.491
41095 Utrera;Vivienda principal;De 2011 a 2020;319
41095 Utrera;Vivienda principal;No consta;185
41095 Utrera;Vivienda no principal;Total;4.322
41095 Utrera;Vivienda no principal;Antes de 1900;6
41095 Utrera;Vivienda no principal;De 1900 a 1920;31
41095 Utrera;Vivienda no principal;De 1921 a 1940;108
41095 Utrera;Vivienda no principal;De 1941 a 1950;178
41095 Utrera;Vivienda no principal;De 1951 a 1960;160
41095 Utrera;Vivienda no principal;De 1961 a 1970;566
41095 Utrera;Vivienda no principal;De 1971 a 1980;727
41095 Utrera;Vivienda no principal;De 1981 a 1990;549
41095 Utrera;Vivienda no principal;De 1991 a 2000;626
41095 Utrera;Vivienda no principal;De 2001 a 2010;1.160
41095 Utrera;Vivienda no principal;De 2011 a 2020;184
41095 Utrera;Vivienda no principal;No consta;27
42173 Soria;Total;Total;25.244
42173 Soria;Total;Antes de 1900;6
42173 Soria;Total;De 1900 a 1920;492
42173 Soria;Total;De 1921 a 1940;304
42173 Soria;Total;De 1941 a 1950;551
42173 Soria;Total;De 1951 a 1960;1.154
42173 Soria;Total;De 1961 a 1970;2.917
42173 Soria;Total;De 1971 a 1980;4.973
42173 Soria;Total;De 1981 a 1990;3.326
42173 Soria;Total;De 1991 a 2000;4.900
42173 Soria;Total;De 2001 a 2010;4.817
42173 Soria;Total;De 2011 a 2020;1.512
42173 Soria;Total;No consta;292
42173 Soria;Vivienda principal;Total;16.713
42173 Soria;Vivienda principal;Antes de 1900;0
42173 Soria;Vivienda principal;De 1900 a 1920;187
42173 Soria;Vivienda principal;De 1921 a 1940;124
42173 Soria;Vivienda principal;De 1941 a 1950;291
42173 Soria;Vivienda principal;De 1951 a 1960;670
42173 Soria;Vivienda principal;De 1961 a 1970;1.828
42173 Soria;Vivienda principal;De 1971 a 1980;3.415
42173 Soria;Vivienda principal;De 1981 a 1990;2.414
42173 Soria;Vivienda principal;De 1991 a 2000;3.404
42173 Soria;Vivienda principal;De 2001 a 2010;3.372
42173 Soria;Vivienda principal;De 2011 a 2020;924
42173 Soria;Vivienda principal;No consta;84
42173 Soria;Vivienda no principal;Total;8.531
42173 Soria;Vivienda no principal;Antes de 1900;6
42173 Soria;Vivienda no principal;De 1900 a 1920;305
42173 Soria;Vivienda no principal;De 1921 a 1940;180
42173 Soria;Vivienda no principal;De 1941 a 1950;260
42173 Soria;Vivienda no principal;De 1951 a 1960;484
42173 Soria;Vivienda no principal;De 1961 a 1970;1.089
42173 Soria;Vivienda no principal;De 1971 a 1980;1.558
42173 Soria;Vivienda no principal;De 1981 a 1990;912
42173 Soria;Vivienda no principal;De 1991 a 2000;1.496
42173 Soria;Vivienda no principal;De 2001 a 2010;1.445
