id_municipio,id_provincia,municipio,provincia,reg_autonomos,reg_general,total
"",NACIONAL,,,3371345,16713472,21143996
01001,01,ALEGRIA-DULANTZI,ARABA/ÁLAVA,201,522,742
01002,01,AMURRIO,ARABA/ÁLAVA,581,3373,4081
01003,01,ARAMAIO,ARABA/ÁLAVA,59,173,239
01004,01,ARTZINIEGA,ARABA/ÁLAVA,99,296,409
01006,01,ARMIÑON,ARABA/ÁLAVA,19,118,137
01008,01,ARRAZUA-UBARRUNDIA,ARABA/ÁLAVA,99,241,348
01009,01,ASPARRENA,ARABA/ÁLAVA,98,799,907
01010,01,AYALA/AIARA,ARABA/ÁLAVA,231,796,1045
01011,01,BAÑOS DE EBRO/MAÑUETA,ARABA/ÁLAVA,76,33,150
01013,01,BARRUNDIA,ARABA/ÁLAVA,128,77,212
01014,01,BERANTEVILLA,ARABA/ÁLAVA,43,848,897
01016,01,BERNEDO,ARABA/ÁLAVA,60,676,738
01017,01,CAMPEZO/KANPEZU,ARABA/ÁLAVA,89,197,292
01018,01,ZIGOITIA,ARABA/ÁLAVA,195,743,962
01019,01,KRIPAN,ARABA/ÁLAVA,29,13,43
01020,01,KUARTANGO,ARABA/ÁLAVA,37,12,51
01021,01,ELBURGO/BURGELU,ARABA/ÁLAVA,84,118,207
01022,01,ELCIEGO,ARABA/ÁLAVA,111,482,628
01023,01,ELVILLAR/BILAR,ARABA/ÁLAVA,80,45,136
01027,01,IRURAIZ-GAUNA,ARABA/ÁLAVA,65,43,110
01028,01,LABASTIDA,ARABA/ÁLAVA,137,259,436
01030,01,LAGRAN,ARABA/ÁLAVA,15,76,91
01031,01,LAGUARDIA,ARABA/ÁLAVA,220,1653,1922
01032,01,LANCIEGO/LANTZIEGO,ARABA/ÁLAVA,104,228,350
01033,01,LAPUEBLA DE LABARCA,ARABA/ÁLAVA,124,435,583
01034,01,LEZA,ARABA/ÁLAVA,30,64,114
01036,01,LAUDIO/LLODIO,ARABA/ÁLAVA,708,4887,5765
01037,01,ARRAIA-MAEZTU,ARABA/ÁLAVA,87,124,213
01039,01,MOREDA DE ALAVA,ARABA/ÁLAVA,29,50,81
01041,01,NAVARIDAS,ARABA/ÁLAVA,46,20,94
01042,01,OKONDO,ARABA/ÁLAVA,68,274,348
01043,01,OYON-OION,ARABA/ÁLAVA,175,1805,2023
01044,01,PEÑACERRADA-URIZAHARRA,ARABA/ÁLAVA,35,15,52
01046,01,RIBERA ALTA,ARABA/ÁLAVA,89,76,167
01047,01,RIBERA BAJA/ERRIBERA BEI,ARABA/ÁLAVA,83,1174,1266
01049,01,SALINAS DE AÑANA/GESALTZ,ARABA/ÁLAVA,12,44,56
01051,01,SALVATIERRA/AGURAIN,ARABA/ÁLAVA,233,1336,1592
01052,01,SAMANIEGO,ARABA/ÁLAVA,52,185,252
01053,01,SAN MILLAN / DONEMILIAGA,ARABA/ÁLAVA,87,259,359
01054,01,URKABUSTAIZ,ARABA/ÁLAVA,114,164,288
01055,01,VALDEGOVIA,ARABA/ÁLAVA,89,140,231
01056,01,VALLE DE ARANA/HARANA,ARABA/ÁLAVA,28,19,48
01057,01,VILLABUENA DE ALAVA / ES,ARABA/ÁLAVA,66,176,257
01058,01,LEGUTIANO,ARABA/ÁLAVA,131,2605,2753
01059,01,VITORIA-GASTEIZ,ARABA/ÁLAVA,12556,113431,128182
01060,01,YECORA/IEKORA,ARABA/ÁLAVA,41,11,66
01061,01,ZALDUONDO,ARABA/ÁLAVA,17,5,18
01062,01,ZAMBRANA,ARABA/ÁLAVA,22,12,35
01063,01,ZUIA,ARABA/ÁLAVA,212,420,662
01901,01,IRUÑA DE OCA/IRUÑA OKA,ARABA/ÁLAVA,251,2299,2557
01902,01,LANTARON,ARABA/ÁLAVA,63,784,855
02001,02,ABENGIBRE,ALBACETE,56,223,285
02002,02,ALATOZ,ALBACETE,52,37,97
02003,02,ALBACETE,ALBACETE,11050,66817,80883
02004,02,ALBATANA,ALBACETE,66,31,112
02005,02,ALBOREA,ALBACETE,77,95,191
02006,02,ALCADOZO,ALBACETE,47,53,109
02007,02,ALCALA DEL JUCAR,ALBACETE,121,374,508
02008,02,ALCARAZ,ALBACETE,119,201,341
02009,02,ALMANSA,ALBACETE,1695,7441,9293
02010,02,ALPERA,ALBACETE,227,216,550
02011,02,AYNA,ALBACETE,36,60,102
02012,02,BALAZOTE,ALBACETE,314,562,1009
02013,02,BALSA DE VES,ALBACETE,7,31,39
02014,02,BALLESTERO (EL),ALBACETE,35,120,162
02015,02,BARRAX,ALBACETE,155,406,690
02016,02,BIENSERVIDA,ALBACETE,40,51,101
02017,02,BOGARRA,ALBACETE,58,50,118
02018,02,BONETE,ALBACETE,75,158,262
02019,02,BONILLO (EL),ALBACETE,224,333,696
02020,02,CARCELEN,ALBACETE,32,39,81
02021,02,CASAS DE JUAN NUÑEZ,ALBACETE,108,154,315
02022,02,CASAS DE LAZARO,ALBACETE,8,18,27
02023,02,CASAS DE VES,ALBACETE,58,33,101
02024,02,CASAS-IBAÑEZ,ALBACETE,505,922,1600
02025,02,CAUDETE,ALBACETE,617,2113,2837
02026,02,CENIZATE,ALBACETE,111,115,355
02027,02,CORRAL-RUBIO,ALBACETE,26,16,48
02028,02,COTILLAS,ALBACETE,12,5,14
02029,02,CHINCHILLA DE MONTE-ARAG,ALBACETE,298,1509,1884
02030,02,ELCHE DE LA SIERRA,ALBACETE,314,507,880
02031,02,FEREZ,ALBACETE,42,48,108
02032,02,FUENSANTA,ALBACETE,17,21,45
02033,02,FUENTE-ALAMO,ALBACETE,282,324,666
02034,02,FUENTEALBILLA,ALBACETE,163,320,593
02035,02,GINETA (LA),ALBACETE,215,347,624
02036,02,GOLOSALVO,ALBACETE,7,7,16
02037,02,HELLIN,ALBACETE,2216,5613,9230
02038,02,HERRERA (LA),ALBACETE,24,39,95
02039,02,HIGUERUELA,ALBACETE,131,169,319
02040,02,HOYA-GONZALO,ALBACETE,46,66,128
02041,02,JORQUERA,ALBACETE,21,81,103
02042,02,LETUR,ALBACETE,85,145,241
02043,02,LEZUZA,ALBACETE,182,252,494
02044,02,LIETOR,ALBACETE,66,53,149
02045,02,MADRIGUERAS,ALBACETE,365,1031,1476
02046,02,MAHORA,ALBACETE,101,127,265
02047,02,MASEGOSO,ALBACETE,6,63,69
02048,02,MINAYA,ALBACETE,126,292,454
02049,02,MOLINICOS,ALBACETE,62,44,111
02050,02,MONTALVOS,ALBACETE,5,18,23
02051,02,MONTEALEGRE DEL CASTILLO,ALBACETE,293,598,943
02052,02,MOTILLEJA,ALBACETE,32,49,97
02053,02,MUNERA,ALBACETE,319,274,767
02054,02,NAVAS DE JORQUERA,ALBACETE,52,26,142
02055,02,NERPIO,ALBACETE,155,118,297
02056,02,ONTUR,ALBACETE,184,149,388
02057,02,OSSA DE MONTIEL,ALBACETE,201,443,704
02058,02,PATERNA DEL MADERA,ALBACETE,20,18,40
02059,02,PEÑASCOSA,ALBACETE,16,28,45
02060,02,PEÑAS DE SAN PEDRO,ALBACETE,68,120,212
02061,02,PETROLA,ALBACETE,68,53,139
02062,02,POVEDILLA,ALBACETE,27,26,65
02063,02,POZOHONDO,ALBACETE,137,141,342
02064,02,POZO-LORENTE,ALBACETE,24,21,52
02065,02,POZUELO,ALBACETE,31,21,61
02066,02,RECUEJA (LA),ALBACETE,18,5,21
02067,02,RIOPAR,ALBACETE,133,179,331
02068,02,ROBLEDO,ALBACETE,36,241,295
02069,02,RODA (LA),ALBACETE,1245,3629,5310
02070,02,SALOBRE,ALBACETE,25,143,170
02071,02,SAN PEDRO,ALBACETE,96,100,241
02072,02,SOCOVOS,ALBACETE,166,94,292
02073,02,TARAZONA DE LA MANCHA,ALBACETE,576,681,1459
02074,02,TOBARRA,ALBACETE,654,949,1975
02075,02,VALDEGANGA,ALBACETE,164,91,298
02076,02,VIANOS,ALBACETE,28,20,55
02077,02,VILLA DE VES,ALBACETE,5,5,3
02078,02,VILLALGORDO DEL JUCAR,ALBACETE,120,94,306
02079,02,VILLAMALEA,ALBACETE,432,1044,1806
02080,02,VILLAPALACIOS,ALBACETE,42,27,81
02081,02,VILLARROBLEDO,ALBACETE,2003,7198,9722
02082,02,VILLATOYA,ALBACETE,12,117,130
02083,02,VILLAVALIENTE,ALBACETE,23,11,42
02084,02,VILLAVERDE DE GUADALIMAR,ALBACETE,20,31,52
02085,02,VIVEROS,ALBACETE,40,7,53
02086,02,YESTE,ALBACETE,174,284,486
02901,02,POZO CAÑADA,ALBACETE,257,338,689
03001,03,ADSUBIA,ALICANTE/ALACANT,52,82,140
03002,03,AGOST,ALICANTE/ALACANT,392,1207,1755
03003,03,AGRES,ALICANTE/ALACANT,46,46,94
03004,03,AIGUES,ALICANTE/ALACANT,75,47,127
03005,03,ALBATERA,ALICANTE/ALACANT,959,1849,3334
03006,03,ALCALALI,ALICANTE/ALACANT,110,74,186
03007,03,ALCOCER DE PLANES,ALICANTE/ALACANT,18,69,87
03008,03,ALCOLEJA,ALICANTE/ALACANT,16,5,18
03009,03,ALCOY/ALCOI,ALICANTE/ALACANT,3688,13091,17087
03010,03,ALFAFARA,ALICANTE/ALACANT,35,14,50
03011,03,"ALFAS DEL PI,L'",ALICANTE/ALACANT,1824,4872,6762
03012,03,ALGORFA,ALICANTE/ALACANT,261,1152,1431
03013,03,ALGUEÑA,ALICANTE/ALACANT,90,204,314
03014,03,ALICANTE/ALACANT/ALACANT,ALICANTE/ALACANT,21904,194761,220393
03015,03,ALMORADI,ALICANTE/ALACANT,1472,4115,6042
03016,03,ALMUDAINA,ALICANTE/ALACANT,8,5,9
03017,03,"ALQUERIA D`ASNAR,L`",ALICANTE/ALACANT,49,216,266
03018,03,ALTEA,ALICANTE/ALACANT,2426,5999,8645
03019,03,ASPE,ALICANTE/ALACANT,1412,3581,5511
03020,03,BALONES,ALICANTE/ALACANT,5,7,9
03021,03,BANYERES DE MARIOLA,ALICANTE/ALACANT,562,3148,3724
03022,03,BENASAU,ALICANTE/ALACANT,8,52,61
03023,03,BENEIXAMA,ALICANTE/ALACANT,160,570,772
03024,03,BENEJUZAR,ALICANTE/ALACANT,387,1764,2260
03025,03,BENFERRI,ALICANTE/ALACANT,131,187,352
03026,03,BENIARBEIG,ALICANTE/ALACANT,219,371,602
03027,03,BENIARDA,ALICANTE/ALACANT,24,6,31
03028,03,BENIARRES,ALICANTE/ALACANT,85,137,238
03029,03,BENIGEMBLA,ALICANTE/ALACANT,41,21,64
03030,03,BENIDOLEIG,ALICANTE/ALACANT,123,96,221
03031,03,BENIDORM,ALICANTE/ALACANT,5124,28636,34032
03032,03,BENIFALLIM,ALICANTE/ALACANT,5,5,2
03033,03,BENIFATO,ALICANTE/ALACANT,15,5,17
03034,03,BENIJOFAR,ALICANTE/ALACANT,283,662,954
03035,03,BENILLOBA,ALICANTE/ALACANT,53,49,104
03036,03,BENILLUP,ALICANTE/ALACANT,5,5,2
03037,03,BENIMANTELL,ALICANTE/ALACANT,61,128,195
03038,03,BENIMARFULL,ALICANTE/ALACANT,42,293,337
03039,03,BENIMASSOT,ALICANTE/ALACANT,6,5,7
03040,03,BENIMELI,ALICANTE/ALACANT,48,67,116
03041,03,BENISSA,ALICANTE/ALACANT,1358,2636,4048
03042,03,BENITACHELL/POBLE NOU DE,ALICANTE/ALACANT,440,464,918
03043,03,BIAR,ALICANTE/ALACANT,294,1024,1353
03044,03,BIGASTRO,ALICANTE/ALACANT,507,1415,2092
03045,03,BOLULLA,ALICANTE/ALACANT,41,30,78
03046,03,BUSOT,ALICANTE/ALACANT,263,153,460
03047,03,CALPE/CALP,ALICANTE/ALACANT,2283,6272,8723
03048,03,CALLOSA D'EN SARRIA,ALICANTE/ALACANT,846,1150,2118
03049,03,CALLOSA DE SEGURA,ALICANTE/ALACANT,1068,2918,4660
03050,03,CAMPELLO (EL),ALICANTE/ALACANT,2319,4179,6842
03051,03,"CAMP DE MIRRA, EL/CAMPO",ALICANTE/ALACANT,19,80,106
03052,03,CAÑADA,ALICANTE/ALACANT,97,291,402
03053,03,CASTALLA,ALICANTE/ALACANT,839,3498,4371
03054,03,CASTELL DE CASTELLS,ALICANTE/ALACANT,34,50,85
03055,03,CATRAL,ALICANTE/ALACANT,610,1908,2604
03056,03,COCENTAINA,ALICANTE/ALACANT,873,3942,4864
03057,03,CONFRIDES,ALICANTE/ALACANT,18,20,39
03058,03,COX,ALICANTE/ALACANT,814,2213,3340
03059,03,CREVILLENT,ALICANTE/ALACANT,1795,6767,8830
03060,03,QUATRETONDETA,ALICANTE/ALACANT,10,5,13
03061,03,DAYA NUEVA,ALICANTE/ALACANT,146,359,524
03062,03,DAYA VIEJA,ALICANTE/ALACANT,44,143,194
03063,03,DENIA,ALICANTE/ALACANT,4396,10773,16811
03064,03,DOLORES,ALICANTE/ALACANT,622,1503,2265
03065,03,ELCHE/ELX,ALICANTE/ALACANT,16002,68998,87780
03066,03,ELDA,ALICANTE/ALACANT,3188,10339,13802
03067,03,FACHECA,ALICANTE/ALACANT,9,5,15
03068,03,FAMORCA,ALICANTE/ALACANT,5,5,6
03069,03,FINESTRAT,ALICANTE/ALACANT,628,4158,4808
03070,03,FORMENTERA DEL SEGURA,ALICANTE/ALACANT,310,511,871
03071,03,GATA DE GORGOS,ALICANTE/ALACANT,654,822,1493
03072,03,GAIANES,ALICANTE/ALACANT,32,171,205
03073,03,GORGA,ALICANTE/ALACANT,26,12,39
03074,03,GRANJA DE ROCAMORA,ALICANTE/ALACANT,207,710,997
03075,03,CASTELL DE GUADALEST (EL,ALICANTE/ALACANT,52,97,150
03076,03,GUARDAMAR DEL SEGURA,ALICANTE/ALACANT,1341,3532,5048
03077,03,HONDON DE LAS NIEVES,ALICANTE/ALACANT,182,213,431
03078,03,HONDON DE LOS FRAILES,ALICANTE/ALACANT,80,96,183
03079,03,IBI,ALICANTE/ALACANT,1882,8572,10530
03080,03,JACARILLA,ALICANTE/ALACANT,171,657,863
03081,03,JALON/XALO,ALICANTE/ALACANT,325,346,682
03082,03,JAVEA - XABIA,ALICANTE/ALACANT,3235,6399,9827
03083,03,JIJONA/XIXONA,ALICANTE/ALACANT,382,2780,3211
03084,03,LORCHA/ORXA (L'),ALICANTE/ALACANT,44,79,125
03085,03,LLIBER,ALICANTE/ALACANT,116,205,329
03086,03,MILLENA,ALICANTE/ALACANT,10,5,13
03088,03,MONFORTE DEL CID,ALICANTE/ALACANT,696,1837,3374
03089,03,MONOVAR/MONOVER,ALICANTE/ALACANT,724,1636,2485
03090,03,MUTXAMEL,ALICANTE/ALACANT,2038,4289,6599
03091,03,MURLA,ALICANTE/ALACANT,30,42,74
03092,03,MURO DEL ALCOY,ALICANTE/ALACANT,790,2326,3143
03093,03,NOVELDA,ALICANTE/ALACANT,1693,5162,7901
03094,03,NUCIA (LA),ALICANTE/ALACANT,1606,4221,5880
03095,03,ONDARA,ALICANTE/ALACANT,728,2533,3305
03096,03,ONIL,ALICANTE/ALACANT,597,1735,2361
03097,03,ORBA,ALICANTE/ALACANT,191,290,489
03098,03,ORXETA,ALICANTE/ALACANT,55,37,95
03099,03,ORIHUELA,ALICANTE/ALACANT,5900,19472,26951
03100,03,PARCENT,ALICANTE/ALACANT,101,93,196
03101,03,PEDREGUER,ALICANTE/ALACANT,763,3185,4009
03102,03,PEGO,ALICANTE/ALACANT,985,1506,2667
03103,03,PENAGUILA,ALICANTE/ALACANT,17,36,55
03104,03,PETRER,ALICANTE/ALACANT,2414,6698,9260
03105,03,PINOSO,ALICANTE/ALACANT,632,1621,2362
03106,03,PLANES,ALICANTE/ALACANT,57,113,185
03107,03,POLOP,ALICANTE/ALACANT,478,677,1181
03109,03,RAFAL,ALICANTE/ALACANT,307,598,1043
03110,03,RAFOL D'ALMUNIA (EL),ALICANTE/ALACANT,75,46,123
03111,03,REDOVAN,ALICANTE/ALACANT,536,1764,2504
03112,03,RELLEU,ALICANTE/ALACANT,83,86,176
03113,03,ROJALES,ALICANTE/ALACANT,1179,2380,3678
03114,03,ROMANA (LA),ALICANTE/ALACANT,219,308,609
03115,03,SAGRA,ALICANTE/ALACANT,35,19,55
03116,03,SALINAS,ALICANTE/ALACANT,94,649,757
03117,03,SANET Y NEGRALS,ALICANTE/ALACANT,63,33,97
03118,03,SAN FULGENCIO,ALICANTE/ALACANT,554,1140,1742
03119,03,SANT JOAN D'ALACANT,ALICANTE/ALACANT,1796,8534,10566
03120,03,SAN MIGUEL DE SALINAS,ALICANTE/ALACANT,593,1075,1731
03121,03,SANTA POLA,ALICANTE/ALACANT,2690,5867,9081
03122,03,SAN VICENTE DEL RASPEIG/,ALICANTE/ALACANT,3481,15028,18843
03123,03,SAX,ALICANTE/ALACANT,575,3263,3889
03124,03,SELLA,ALICANTE/ALACANT,54,40,99
03125,03,SENIJA,ALICANTE/ALACANT,68,60,130
03127,03,TARBENA,ALICANTE/ALACANT,58,31,90
03128,03,TEULADA,ALICANTE/ALACANT,1420,3389,4886
03129,03,TIBI,ALICANTE/ALACANT,116,542,660
03130,03,TOLLOS,ALICANTE/ALACANT,5,0,2
03131,03,TORMOS,ALICANTE/ALACANT,24,9,35
03132,03,TORREMANZANAS/TORRE DE L,ALICANTE/ALACANT,52,46,100
03133,03,TORREVIEJA,ALICANTE/ALACANT,6823,16490,23838
03134,03,VALL D'ALCALA (LA),ALICANTE/ALACANT,9,5,15
03135,03,VALL DE EBO,ALICANTE/ALACANT,19,14,35
03136,03,VALL DE GALLINERA,ALICANTE/ALACANT,49,42,100
03137,03,LA VALL DE LAGUART,ALICANTE/ALACANT,64,228,293
03138,03,VERGER (EL),ALICANTE/ALACANT,436,710,1173
03139,03,VILLAJOYOSA/VILA JOIOSA,ALICANTE/ALACANT,2221,5514,7968
03140,03,VILLENA,ALICANTE/ALACANT,2162,7776,10549
03901,03,"POBLETS,ELS",ALICANTE/ALACANT,234,290,538
03902,03,PILAR DE LA HORADADA,ALICANTE/ALACANT,1654,4519,6812
03903,03,MONTESINOS (LOS),ALICANTE/ALACANT,448,1045,1548
03904,03,SAN ISIDRO,ALICANTE/ALACANT,161,2354,2532
04001,04,ABLA,ALMERIA,73,123,274
04002,04,ABRUCENA,ALMERIA,70,62,243
04003,04,ADRA,ALMERIA,3158,2857,7642
04004,04,ALBANCHEZ,ALMERIA,45,81,140
04005,04,ALBOLODUY,ALMERIA,32,19,90
04006,04,ALBOX,ALMERIA,980,2402,3780
04007,04,ALCOLEA,ALMERIA,53,62,193
04008,04,ALCONTAR,ALMERIA,43,54,118
04009,04,ALCUDIA DE MONTEAGUD,ALMERIA,5,5,8
04010,04,ALHABIA,ALMERIA,49,71,159
04011,04,ALHAMA DE ALMERIA,ALMERIA,394,716,1260
04012,04,ALICUN,ALMERIA,6,12,24
04013,04,ALMERIA,ALMERIA,13468,79245,98907
04014,04,ALMOCITA,ALMERIA,16,9,36
04015,04,ALSODUX,ALMERIA,5,8,17
04016,04,ANTAS,ALMERIA,342,2841,3348
04017,04,ARBOLEAS,ALMERIA,243,438,759
04018,04,ARMUÑA DE ALMANZORA,ALMERIA,18,5,30
04019,04,BACARES,ALMERIA,15,34,64
04020,04,BAYARCAL,ALMERIA,16,13,44
04021,04,BAYARQUE,ALMERIA,8,7,23
04022,04,BEDAR,ALMERIA,78,45,134
04023,04,BEIRES,ALMERIA,5,9,17
04024,04,BENAHADUX,ALMERIA,267,715,1074
04026,04,BENITAGLA,ALMERIA,5,5,7
04027,04,BENIZALON,ALMERIA,11,14,45
04028,04,BENTARIQUE,ALMERIA,13,10,42
04029,04,BERJA,ALMERIA,1806,2174,5380
04030,04,CANJAYAR,ALMERIA,74,125,296
04031,04,CANTORIA,ALMERIA,265,3722,4053
04032,04,CARBONERAS,ALMERIA,600,3178,4060
04033,04,CASTRO DE FILABRES,ALMERIA,5,5,11
04034,04,COBDAR,ALMERIA,5,8,19
04035,04,CUEVAS DEL ALMANZORA,ALMERIA,996,3014,5434
04036,04,CHERCOS,ALMERIA,21,19,49
04037,04,CHIRIVEL,ALMERIA,156,319,562
04038,04,DALIAS,ALMERIA,555,808,1563
04041,04,ENIX,ALMERIA,33,38,77
04043,04,FELIX,ALMERIA,50,35,106
04044,04,FINES,ALMERIA,193,447,684
04045,04,FIÑANA,ALMERIA,118,121,432
04046,04,FONDON,ALMERIA,77,133,246
04047,04,GADOR,ALMERIA,132,482,709
04048,04,GALLARDOS (LOS),ALMERIA,239,460,865
04049,04,GARRUCHA,ALMERIA,590,1095,1944
04050,04,GERGAL,ALMERIA,64,201,399
04051,04,HUECIJA,ALMERIA,46,77,141
04052,04,HUERCAL DE ALMERIA,ALMERIA,1212,5961,7309
04053,04,HUERCAL-OVERA,ALMERIA,1271,3388,5733
04054,04,ILLAR,ALMERIA,20,50,103
04055,04,INSTINCION,ALMERIA,38,32,91
04056,04,LAROYA,ALMERIA,7,11,19
04057,04,LAUJAR DE ANDARAX,ALMERIA,169,293,508
04058,04,LIJAR,ALMERIA,23,24,69
04059,04,LUBRIN,ALMERIA,90,131,281
04060,04,LUCAINENA DE LAS TORRES,ALMERIA,35,298,382
04061,04,LUCAR,ALMERIA,65,73,189
04062,04,MACAEL,ALMERIA,373,1596,2014
04063,04,MARIA,ALMERIA,159,109,341
04064,04,MOJACAR,ALMERIA,786,2361,3207
04065,04,NACIMIENTO,ALMERIA,28,128,214
04066,04,NIJAR,ALMERIA,3378,5933,15881
04067,04,OHANES,ALMERIA,27,32,103
04068,04,OLULA DE CASTRO,ALMERIA,5,6,8
04069,04,OLULA DEL RIO,ALMERIA,452,969,1494
04070,04,ORIA,ALMERIA,168,335,647
04071,04,PADULES,ALMERIA,16,49,85
04072,04,PARTALOA,ALMERIA,48,57,132
04073,04,PATERNA DEL RIO,ALMERIA,17,16,51
04074,04,PECHINA,ALMERIA,234,304,736
04075,04,PULPI,ALMERIA,601,3574,6786
04076,04,PURCHENA,ALMERIA,88,188,326
04077,04,RAGOL,ALMERIA,12,16,48
04078,04,RIOJA,ALMERIA,66,85,190
04079,04,ROQUETAS DE MAR,ALMERIA,8533,16928,32765
04080,04,SANTA CRUZ,ALMERIA,5,7,21
04081,04,SANTA FE DE MONDUJAR,ALMERIA,26,17,79
04082,04,SENES,ALMERIA,5,8,34
04083,04,SERON,ALMERIA,131,476,661
04084,04,SIERRO,ALMERIA,14,9,50
04085,04,SOMONTIN,ALMERIA,12,11,57
04086,04,SORBAS,ALMERIA,229,451,781
04087,04,SUFLI,ALMERIA,11,13,29
04088,04,TABERNAS,ALMERIA,245,822,1364
04089,04,TABERNO,ALMERIA,83,42,168
04090,04,TAHAL,ALMERIA,13,31,74
04091,04,TERQUE,ALMERIA,14,58,93
04092,04,TIJOLA,ALMERIA,261,763,1137
04093,04,TURRE,ALMERIA,322,367,763
04094,04,TURRILLAS,ALMERIA,8,9,32
04095,04,ULEILA DEL CAMPO,ALMERIA,81,114,253
04096,04,URRACAL,ALMERIA,13,23,56
04097,04,VELEFIQUE,ALMERIA,6,8,23
04098,04,VELEZ BLANCO,ALMERIA,206,137,429
04099,04,VELEZ-RUBIO,ALMERIA,698,946,1843
04100,04,VERA,ALMERIA,1276,5167,7365
04101,04,VIATOR,ALMERIA,345,4021,4481
04102,04,VICAR,ALMERIA,2628,5187,11017
04103,04,ZURGENA,ALMERIA,173,183,453
04901,04,TRES VILLAS (LAS),ALMERIA,20,72,134
04902,04,EJIDO (EL),ALMERIA,10345,23162,44899
04903,04,MOJONERA (LA),ALMERIA,1164,2986,6171
05001,05,ADANERO,AVILA,15,103,119
05002,05,ADRADA (LA),AVILA,228,338,597
05005,05,ALBORNOS,AVILA,27,14,43
05007,05,ALDEANUEVA DE SANTA CRUZ,AVILA,12,8,20
05008,05,ALDEASECA,AVILA,15,34,50
05010,05,ALDEHUELA (LA),AVILA,23,5,25
05012,05,AMAVIDA,AVILA,14,10,25
05013,05,ARENAL (EL),AVILA,66,64,137
05014,05,ARENAS DE SAN PEDRO,AVILA,581,1104,1752
05015,05,AREVALILLO,AVILA,7,5,13
05016,05,AREVALO,AVILA,642,2514,3246
05017,05,AVEINTE,AVILA,10,5,12
05018,05,AVELLANEDA,AVILA,5,5,2
05019,05,AVILA,AVILA,3608,25489,29679
05021,05,BARCO DE AVILA (EL),AVILA,272,493,780
05022,05,BARRACO,AVILA,207,309,536
05023,05,BARROMAN,AVILA,18,5,26
05024,05,BECEDAS,AVILA,25,7,38
05025,05,BECEDILLAS,AVILA,10,5,11
05026,05,BERCIAL DE ZAPARDIEL,AVILA,13,5,24
05027,05,BERLANAS (LAS),AVILA,24,74,99
05029,05,BERNUY-ZAPARDIEL,AVILA,16,8,25
05030,05,BERROCALEJO DE ARAGONA,AVILA,5,5,3
05033,05,BLASCOMILLAN,AVILA,26,13,40
05034,05,BLASCONUÑO DE MATACABRAS,AVILA,5,5,2
05035,05,BLASCOSANCHO,AVILA,7,7,15
05036,05,BOHODON (EL),AVILA,10,6,17
05037,05,BOHOYO,AVILA,19,10,30
05038,05,BONILLA DE LA SIERRA,AVILA,17,5,19
05039,05,BRABOS,AVILA,14,5,17
05040,05,BULARROS,AVILA,6,5,8
05041,05,BURGOHONDO,AVILA,132,166,300
05042,05,CABEZAS DE ALAMBRE,AVILA,17,10,40
05043,05,CABEZAS DEL POZO,AVILA,8,6,16
05044,05,CABEZAS DEL VILLAR,AVILA,31,14,57
05045,05,CABIZUELA,AVILA,16,12,29
05046,05,CANALES,AVILA,5,9,11
05047,05,CANDELEDA,AVILA,486,830,1420
05048,05,CANTIVEROS,AVILA,7,16,24
05049,05,CARDEÑOSA,AVILA,28,59,88
05051,05,CARRERA (LA),AVILA,19,15,34
05052,05,CASAS DEL PUERTO DE VILL,AVILA,11,5,12
05053,05,CASASOLA,AVILA,5,5,2
05054,05,CASAVIEJA,AVILA,113,139,259
05055,05,CASILLAS,AVILA,36,65,102
05056,05,CASTELLANOS DE ZAPARDIEL,AVILA,11,5,13
05057,05,CEBREROS,AVILA,191,448,667
05058,05,CEPEDA LA MORA,AVILA,12,5,13
05059,05,CILLAN,AVILA,9,5,11
05060,05,CISLA,AVILA,15,5,17
05061,05,COLILLA (LA),AVILA,21,144,167
05062,05,COLLADO DE CONTRERAS,AVILA,24,10,35
05063,05,COLLADO DEL MIRON,AVILA,5,5,3
05064,05,CONSTANZANA,AVILA,14,5,26
05065,05,CRESPOS,AVILA,65,102,168
05066,05,CUEVAS DEL VALLE,AVILA,44,33,79
05067,05,CHAMARTIN,AVILA,11,5,16
05069,05,DONJIMENO,AVILA,5,22,24
05070,05,DONVIDAS,AVILA,5,6,11
05072,05,ESPINOSA DE LOS CABALLER,AVILA,11,58,69
05073,05,FLORES DE AVILA,AVILA,32,6,40
05074,05,FONTIVEROS,AVILA,79,126,215
05075,05,FRESNEDILLA,AVILA,5,28,34
05076,05,FRESNO (EL),AVILA,57,40,99
05077,05,FUENTE EL SAUZ,AVILA,11,5,24
05078,05,FUENTES DE AÑO,AVILA,11,18,30
05079,05,GALLEGOS DE ALTAMIROS,AVILA,8,5,9
05080,05,GALLEGOS DE SOBRINOS,AVILA,7,5,10
05081,05,GARGANTA DEL VILLAR,AVILA,9,5,10
05082,05,GAVILANES,AVILA,45,47,94
05083,05,GEMUÑO,AVILA,14,9,23
05084,05,GILBUENA,AVILA,10,5,11
05085,05,GILGARCIA,AVILA,5,5,2
05086,05,GIMIALCON,AVILA,8,5,14
05087,05,GOTARRENDURA,AVILA,8,40,50
05088,05,GRANDES Y SAN MARTIN,AVILA,5,5,3
05089,05,GUISANDO,AVILA,33,37,78
05090,05,GUTIERRE MUÑOZ,AVILA,9,8,18
05092,05,HERNANSANCHO,AVILA,10,16,27
05093,05,HERRADON (EL),AVILA,42,64,108
05094,05,HERREROS DE SUSO,AVILA,21,5,23
